r_ID,Status_Description,MCAT,GPA_Science,GPA_Overall,CASPer,Gender,Ethnicity
4857,Reject Before Interview,499,3.38,3.61,-0.24,Female,African American
4858,Reject Incomplete,494,3.02,3.35,-1.42,Male,White/Caucasian
4859,Reject Before Interview,506,3.71,3.84,-0.81,Female,White/Caucasian
4860,Reject Incomplete,520,3.17,3.16,,Male,White/Caucasian
4861,Withdrawal Before Interview,,3.32,3.36,,Male,White/Caucasian
4862,Prelim Reject,511,0,0,-0.02,Male,International
4863,Reject Before Interview,507,3.15,3.42,-0.35,Male,White/Caucasian
4864,Reject Incomplete,489,3.57,3.8,-0.79,Female,African American
4865,Reject Before Interview,515,3.94,3.97,0.56,Male,Asian
4866,Reject Before Interview,481,2.97,3.33,-0.49,Female,Hispanic
4867,Withdrawal Before Interview,,3.52,3.77,,Female,Asian
4868,Reject Before Interview,506,3.75,3.8,0.96,Female,White/Caucasian
4869,Reject Before Interview,498,3.23,3.44,-1.76,Female,Hispanic
4870,Reject Before Interview,513,2.82,3.02,0.44,Female,Asian
4871,Reject After Interview,501,3.67,3.7,-0.8,Male,Asian
4872,Reject Before Interview,510,3.21,3.45,0.84,Female,Asian
4873,Withdrawn After Acceptance,514,3.92,3.92,-0.21,Female,Asian
4874,Matriculated,505,3.87,3.84,-1.07,Male,White/Caucasian
4875,Withdrawn Through Match,506,3.96,3.98,-0.99,Female,Asian
4876,Reject Before Interview,512,3.28,3.34,-0.66,Male,White/Caucasian
4877,Reject Incomplete,502,3.74,3.82,0.36,Male,Asian
4878,Matriculated,508,3.95,3.97,0.68,Male,White/Caucasian
4879,Reject After Interview,,4,4,0.95,Female,Asian
4880,Reject Before Interview,507,3.93,3.96,0.78,Male,Asian
4881,Reject After Interview,522,3.94,3.97,0.44,Male,White/Caucasian
4882,Reject Before Interview,496,3.31,3.53,0.22,Female,Asian
4883,Reject Before Interview,508,3.71,3.74,-1.07,Male,White/Caucasian
4884,Reject Before Interview,499,3.65,3.84,1,Male,White/Caucasian
4885,Reject Before Interview,502,2.9,3.4,-0.66,Female,White/Caucasian
4886,Reject Before Interview,497,2.93,3.11,-1.79,Female,White/Caucasian
4887,Reject Before Interview,506,3.66,3.79,-0.75,Male,Asian
4888,Reject Before Interview,511,3.73,3.74,0.59,Female,Asian
4889,Reject After Interview,508,3.58,3.59,-1.34,Male,Asian
4890,Reject Before Interview,507,3.52,3.65,-0.66,Male,White/Caucasian
4891,Reject Incomplete,495,3.95,3.95,,Female,Hispanic
4892,Reject Before Interview,518,3.93,3.95,1.07,Male,Asian
4893,Reject Before Interview,515,3.67,3.69,0.26,Female,Asian
4894,Reject Before Interview,503,3.69,3.4,3.02,Male,Multiple
4895,Withdrawn Through Match,508,4,4,0.02,Male,Asian
4896,Reject Before Interview,506,3.19,3.5,0.78,Male,Multiple
4897,Withdrawn Through Match,507,4,3.7,-0.33,Male,Hispanic
4898,Reject Before Interview,508,3.78,3.79,-0.81,Female,White/Caucasian
4899,Reject Before Interview,491,3.51,3.66,-0.91,Female,Hispanic
4900,Reject Before Interview,491,2.7,2.86,-1.05,Male,Hispanic
4901,Reject Before Interview,502,2.59,3.15,0.17,Male,White/Caucasian
4902,Reject Before Interview,511,3.39,3.7,0.5,Male,White/Caucasian
4903,Reject Before Interview,492,4,3.95,-1.86,Female,Hispanic
4904,Withdrawn Through Match,521,3.62,3.79,1.68,Female,White/Caucasian
4905,Matriculated,511,4,3.99,0.45,Female,White/Caucasian
4906,Reject Before Interview,495,3.35,3.45,-0.41,Male,White/Caucasian
4907,Reject Before Interview,516,3.21,3.45,0.12,Male,Asian
4908,Reject Incomplete,506,3.35,3.24,,Male,African American
4909,Reject Before Interview,490,3.33,3.47,-0.06,Male,White/Caucasian
4910,Prelim Reject,,2.88,3.5,,Male,White/Caucasian
4911,Reject Incomplete,,3.11,3.28,,Male,Asian
4912,Reject After Interview,510,3.78,3.85,0.75,Female,White/Caucasian
4913,Reject Before Interview,516,3.8,3.85,1.66,Male,Asian
4914,Reject Before Interview,503,3.76,3.81,-0.24,Male,White/Caucasian
4915,Reject Before Interview,512,3.9,3.93,0.75,Female,White/Caucasian
4916,Reject Incomplete,503,3.54,3.59,-1.06,Male,Hispanic
4917,Reject Before Interview,504,3.11,3.29,-1.23,Male,Hispanic
4918,Reject Incomplete,516,3.53,3.51,,Female,Asian
4919,Reject Before Interview,503,3.47,3.5,-1.1,Male,Asian
4920,Reject Before Interview,506,3.71,3.78,0.75,Female,Asian
4921,Withdrawal Before Interview,508,3.16,3.18,-1.33,Female,African American
4922,Reject Incomplete,489,3.61,3.82,,Female,Asian
4923,Reject Before Interview,510,3.55,3.81,1.12,Male,White/Caucasian
4924,Reject Incomplete,494,3.27,3.41,,Female,African American
4925,Reject Before Interview,480,3.6,3.71,-1.08,Female,Hispanic
4926,Reject Before Interview,501,3.22,3.33,0.6,Male,Asian
4927,Reject Incomplete,509,3.45,3.64,0.21,Female,Asian
4928,Reject Before Interview,503,3.62,3.85,0.33,Female,White/Caucasian
4929,Reject Before Interview,513,3.99,3.99,0.87,Male,White/Caucasian
4930,Reject After Interview,514,3.87,3.86,-1.91,Male,Multiple
4931,Reject Before Interview,506,3.1,3.31,-0.06,Male,White/Caucasian
4932,Reject Before Interview,500,3.66,3.69,-1.24,Female,Asian
4933,Withdrawn Through Match,519,3.91,3.94,-0.65,Female,Hispanic
4934,Reject Before Interview,510,3.27,3.47,-0.91,Female,African American
4935,Reject Incomplete,505,3.28,3.47,-2.09,Male,Asian
4936,Withdrawn Through Match,502,3.61,3.73,-0.65,Male,African American
4937,Withdrawn Through Match,517,3.95,3.98,1.49,Male,White/Caucasian
4938,Reject Before Interview,513,3.69,3.81,0.26,Female,Asian
4939,Reject Incomplete,495,2.92,3.32,,Female,White/Caucasian
4940,Reject Before Interview,500,3.55,3.76,0.45,Female,White/Caucasian
4941,Reject Before Interview,,3.7,3.76,1.4,Male,Asian
4942,Withdrawn Through Match,507,3.32,3.6,2.2,Female,Asian
4943,Reject Before Interview,510,3.41,3.48,-1.25,Female,White/Caucasian
4944,Reject Before Interview,510,3.96,3.97,-1.91,Male,Hispanic
4945,Reject Before Interview,512,4,4,,Female,White/Caucasian
4946,Reject After Interview,508,3.71,3.69,-2.33,Male,Asian
4947,Reject Before Interview,505,3.66,3.78,-0.8,Female,White/Caucasian
4948,Reject Before Interview,504,2.84,3.06,0.68,Male,White/Caucasian
4949,Withdrawal Before Interview,523,3.61,3.79,1.79,Female,Multiple
4950,Waitlist Declined,499,3.91,3.94,-0.57,Female,White/Caucasian
4951,Reject Before Interview,503,3.64,3.76,-1.08,Female,White/Caucasian
4952,Reject Before Interview,507,3.19,3.32,-0.37,Male,White/Caucasian
4953,Reject Before Interview,,3.97,3.98,,Female,White/Caucasian
4954,Reject Before Interview,494,3.13,3.39,-2.68,Male,African American
4955,Reject Before Interview,518,3.35,3.63,1,Female,Asian
4956,Reject Before Interview,510,3.38,3.57,-1.15,Male,White/Caucasian
4957,Reject Before Interview,513,3.63,3.83,-1.11,Female,Asian
4958,Withdrawn After Acceptance,511,3.66,3.8,0.76,Female,White/Caucasian
4959,Reject Incomplete,508,3.65,3.71,-0.42,Female,Hispanic
4960,Reject Before Interview,513,3.52,3.53,-0.49,Male,Asian
4961,Withdrawal Before Interview,525,4,4,0.19,Male,White/Caucasian
4962,Reject Before Interview,516,3.86,3.88,-0.4,Male,White/Caucasian
4963,Reject Incomplete,503,3.16,3.44,-0.31,Male,Asian
4964,Reject Before Interview,516,4,4,-0.04,Female,Asian
4965,Reject Incomplete,,3.64,3.62,,Male,Hispanic
4966,Reject Before Interview,499,3.16,3.29,-0.16,Female,Asian
4967,Reject After Interview,513,3.87,3.9,0.67,Male,White/Caucasian
4968,Reject Before Interview,512,3.35,3.47,,Female,White 
4969,Matriculated,516,3.67,3.75,0.2,Female,Asian
4970,Reject Before Interview,503,3.37,3.52,-0.14,Male,White/Caucasian
4971,Reject Before Interview,501,3.94,3.95,0.2,Female,White/Caucasian
4972,Reject Before Interview,513,3.69,3.71,1.03,Male,Hispanic
4973,Reject Before Interview,502,3,3.22,-0.06,Female,White/Caucasian
4974,Reject Incomplete,516,3.96,3.97,1,Male,Asian
4975,Reject Before Interview,510,3.68,3.75,-1.4,Male,Asian
4976,Reject Before Interview,497,3.39,3.53,,Female,African American
4977,Reject Before Interview,500,3.72,3.77,0.02,Female,Multiple
4978,Reject Before Interview,500,3.84,3.88,-0.15,Female,Asian
4979,Reject Before Interview,511,3.87,3.93,0.68,Male,White/Caucasian
4980,Reject Before Interview,497,3.1,3.41,-0.93,Female,Hispanic
4981,Reject Before Interview,516,3.39,3.29,-0.85,Male,Asian
4982,Reject Before Interview,491,3.04,3.33,0.71,Female,Hispanic
4983,Withdrawn Through Match,516,3.95,3.83,0.97,Female,White/Caucasian
4984,Reject Before Interview,510,3.14,3.33,-1.69,Male,African American
4985,Reject Before Interview,496,3.53,3.73,-1.68,Female,Asian
4986,Reject Incomplete,524,3.92,3.94,-0.49,Male,Asian
4987,Reject Incomplete,495,3.85,3.9,-0.61,Male,White/Caucasian
4988,Reject Incomplete,,3.37,3.24,,Male,Hispanic
4989,Reject Before Interview,497,3.33,3.43,-0.23,Female,Asian
4990,Reject Incomplete,487,3.06,3.39,-2.09,Female,Hispanic
4991,Withdrawn Through Match,517,3.32,3.38,-0.23,Female,African American
4992,Reject After Interview,,4,3.96,0.2,Male,Asian
4993,Reject Before Interview,507,3.91,3.94,-0.65,Male,White/Caucasian
4994,Reject Before Interview,499,3.2,3.49,-0.45,Female,African American
4995,Reject Before Interview,517,3.99,3.99,0.05,Female,Hispanic
4996,Withdrawn Through Match,510,4,4,-0.04,Female,Hispanic
4997,Reject Incomplete,,3.4,3.59,-1.72,Female,Hispanic
4998,Reject Before Interview,509,3.39,3.37,-0.68,Male,White/Caucasian
4999,Reject Before Interview,488,1.87,2.39,-0.85,Female,Multiple
5000,Reject Before Interview,494,4,4,-0.43,Female,Asian
5001,Reject Before Interview,507,3.22,3.17,-0.27,Female,White/Caucasian
5002,Reject Before Interview,,3.49,3.65,-0.76,Female,Asian
5003,Reject Before Interview,515,3.92,3.91,0.89,Female,Asian
5004,Reject After Interview,496,3.75,3.84,-0.67,Female,Asian
5005,Reject Before Interview,508,3.32,3.65,0.09,Female,White/Caucasian
5006,Reject Before Interview,508,3.63,3.69,-0.49,Female,Asian
5007,Reject Incomplete,516,3.78,3.87,1.56,Male,Asian
5008,Reject Before Interview,497,3.15,3.16,-1.07,Female,Hispanic
5009,Reject Before Interview,510,3.95,3.97,-0.51,Female,White/Caucasian
5010,Reject Before Interview,514,3.8,3.91,0.26,Female,White/Caucasian
5011,Reject Before Interview,497,3.61,3.77,-0.05,Female,Hispanic
5012,Withdrawn Through Match,519,4,4,1.08,Female,White/Caucasian
5013,Reject Incomplete,495,3.25,3.58,0.19,Female,Asian
5014,Reject After Interview,504,4,4,0.69,Male,Unreported
5015,Withdrawal Before Interview,516,3.95,3.97,1.54,Female,Unreported
5016,Matriculated,517,3.72,3.81,-2.01,Female,Hispanic
5017,Reject Before Interview,509,3,2.95,0.02,Male,Hispanic
5018,Reject Before Interview,504,3.84,3.9,1.85,Female,White/Caucasian
5019,Reject Before Interview,502,3.54,3.69,-0.02,Female,Hispanic
5020,Reject Before Interview,503,3.52,3.65,0.26,Male,White/Caucasian
5021,Reject Before Interview,505,3.4,3.48,1.87,Male,Hispanic
5022,Reject Before Interview,512,3.6,3.63,-1.66,Male,Asian
5023,Reject Before Interview,504,3.89,3.46,-0.99,Female,Asian
5024,Reject Before Interview,507,3.77,3.72,1.18,Male,White/Caucasian
5025,Reject Before Interview,505,3.57,3.72,-0.35,Female,White/Caucasian
5026,Reject Before Interview,494,3.45,3.59,-0.56,Female,Hispanic
5027,Reject Before Interview,496,3.55,3.6,-2.13,Female,Asian
5028,Reject Before Interview,507,3.66,3.79,0.21,Female,Hispanic
5029,Reject Before Interview,497,3.43,3.64,-0.99,Male,Hispanic
5030,Reject Incomplete,504,3.33,3.56,-0.43,Female,Hispanic
5031,Reject Before Interview,,3.55,3.79,1.78,Female,White/Caucasian
5032,Reject Before Interview,515,3.53,3.69,1.3,Female,White/Caucasian
5033,Reject After Interview,521,4,3.99,-0.24,Male,Hispanic
5034,Waitlist Declined,518,3.85,3.9,-0.57,Female,Multiple
5035,Reject Incomplete,512,3.43,3.51,-0.2,Female,Asian
5036,Reject Before Interview,516,3.84,3.87,1.11,Male,White/Caucasian
5037,Withdrawal Before Interview,520,4,4,-0.39,Male,Unreported
5038,Reject Before Interview,506,3.04,3.12,-1.07,Female,Asian
5039,Reject After Interview,509,3.94,3.97,0.69,Male,Asian
5040,Reject Before Interview,496,3.7,3.76,-0.23,Female,African American
5041,Reject Before Interview,500,2.94,3.07,-2.09,Male,Hispanic
5042,Reject After Interview,504,4,4,0.17,Female,White/Caucasian
5043,Offer Declined,522,4,4,1.04,Male,Unreported
5044,Withdrawn Through Match,503,3.9,3.9,0.36,Female,Hispanic
5045,Reject Incomplete,514,4,4,-0.25,Female,Hispanic
5046,Reject Incomplete,505,2.99,3.2,-1.15,Female,White/Caucasian
5047,Reject Before Interview,502,3.22,3.28,-0.31,Male,Hispanic
5048,Reject Before Interview,515,3.71,3.84,-0.81,Male,Asian
5049,Reject Before Interview,479,3.45,3.3,-2.54,Male,Hispanic
5050,Reject Before Interview,509,3.45,3.54,1.11,Female,Hispanic
5051,Reject Incomplete,500,3.98,3.99,-1.79,Female,Multiple
5052,Reject Before Interview,497,2.6,3.13,0.82,Female,White/Caucasian
5053,Reject Incomplete,515,3.86,3.87,,Female,Hispanic
5054,Reject Incomplete,508,3.67,3.72,0.9,Female,Asian
5055,Reject Before Interview,504,3.31,3.42,0.29,Male,White/Caucasian
5056,Reject Before Interview,508,3.72,3.83,0.81,Male,White/Caucasian
5057,Reject Before Interview,507,3.42,3.51,-0.38,Female,Multiple
5058,Reject Before Interview,502,3.84,3.83,-2.17,Male,African American
5059,Reject Before Interview,496,3.54,3.73,-1.35,Female,Hispanic
5060,Reject Before Interview,512,3.44,3.58,0.96,Female,White/Caucasian
5061,Withdrawn After Acceptance,507,3.15,3.44,-0.67,Male,Hispanic
5062,Reject Before Interview,480,3.62,3.36,-0.06,Male,Hispanic
5063,Matriculated,,3.85,3.93,-0.4,Female,Asian
5064,Reject Before Interview,513,3.57,3.81,1.35,Male,White/Caucasian
5065,Reject Incomplete,500,3.34,3.6,,Female,Hispanic
5066,Reject Before Interview,496,3.22,3.62,-1.22,Male,Asian
5067,Reject After Interview,501,3.64,3.81,0.11,Female,Hispanic
5068,Reject Before Interview,504,4,4,-0.01,Female,African American
5069,Reject Before Interview,490,3.12,3.25,-1.62,Female,Hispanic
5070,Reject Before Interview,512,3.11,3.44,-0.19,Male,Hispanic
5071,Reject Before Interview,498,3.06,3.58,-0.61,Female,African American
5072,Reject Before Interview,504,3.16,3.37,-0.38,Female,African American
5073,Reject Before Interview,510,3.51,3.6,-0.02,Male,Hispanic
5074,Reject Before Interview,521,3.52,3.76,0.59,Female,Asian
5075,Withdrawn After Acceptance,501,3.88,3.9,0.54,Female,Hispanic
5076,Reject Before Interview,502,3.78,3.88,-0.11,Female,White/Caucasian
5077,Reject After Interview,510,3.88,3.88,-0.36,Female,African American
5078,Reject After Interview,503,3.34,3.62,1.04,Female,White/Caucasian
5079,Reject Before Interview,507,3.49,3.62,0.18,Female,Asian
5080,Reject After Interview,510,3.31,3.08,-2.38,Female,Hispanic
5081,Reject Before Interview,497,3.4,3.44,-0.72,Male,Asian
5082,Reject Incomplete,501,3.61,3.54,,Male,White/Caucasian
5083,Reject Before Interview,507,3.38,3.51,-0.23,Male,White/Caucasian
5084,Reject Before Interview,508,3.25,3.37,-0.27,Male,Asian
5085,Reject Before Interview,501,2.55,3.03,0.6,Female,White/Caucasian
5086,Reject Incomplete,490,3.44,3.65,-1.42,Male,Multiple
5087,Reject Before Interview,,2.61,3.03,,Female,White/Caucasian
5088,Withdrawn After Acceptance,519,4,4,-1.12,Male,White/Caucasian
5089,Reject Incomplete,510,3.49,3.7,0.15,Female,White/Caucasian
5090,Prelim Reject,490,2.6,2.82,-1.87,Female,African American
5091,Reject Before Interview,511,3.14,3.38,1.45,Male,White/Caucasian
5092,Withdrawn Through Match,515,3.71,3.73,-0.99,Male,African American
5093,Reject Before Interview,497,3.43,3.58,-0.27,Female,White/Caucasian
5094,Reject Before Interview,515,3.79,3.83,1.37,Male,Asian
5095,Reject Before Interview,492,2.62,3.02,-1.67,Female,Hispanic
5096,Reject Before Interview,511,3.53,3.51,-1.17,Male,Asian
5097,Reject Before Interview,508,2.53,3.03,-0.89,Male,White/Caucasian
5098,Matriculated,502,4,3.97,-0.89,Female,White/Caucasian
5099,Reject Before Interview,514,4,4,0.26,Male,White/Caucasian
5100,Reject Incomplete,503,3.76,3.82,,Female,Hispanic
5101,Reject Incomplete,497,2.44,2.62,,Female,Hispanic
5102,Reject Before Interview,522,3.56,3.61,-0.28,Male,White/Caucasian
5103,Withdrawn Through Match,504,4,4,-0.88,Male,White/Caucasian
5104,Reject Before Interview,496,2.67,3.02,-0.1,Female,African American
5105,Reject Before Interview,515,3.87,3.91,-0.29,Female,White/Caucasian
5106,Reject After Interview,515,4,4,-1.72,Male,White/Caucasian
5107,Reject Before Interview,506,3.65,3.66,-1.63,Male,Hispanic
5108,Reject After Interview,508,4,3.96,0.91,Male,Asian
5109,Reject Before Interview,510,3.69,3.8,1.12,Male,Asian
5110,Reject Before Interview,488,2.59,2.77,0.75,Male,Hispanic
5111,Reject Before Interview,505,3.33,3.67,-1.6,Female,White/Caucasian
5112,Reject Before Interview,505,3.43,3.71,-1.23,Female,Asian
5113,Reject Before Interview,510,3.74,3.85,1.27,Male,White/Caucasian
5114,Reject Incomplete,,3.77,3.82,-1.31,Male,White/Caucasian
5115,Reject Before Interview,495,3.39,3.52,-0.14,Male,Hispanic
5116,Reject Before Interview,504,3.68,3.6,0.24,Female,White/Caucasian
5117,Reject Before Interview,507,2.81,3.34,1.16,Male,Hispanic
5118,Reject Before Interview,503,3,3.61,-0.14,Female,Asian
5119,Reject Incomplete,515,3.46,3.7,0.21,Female,White/Caucasian
5120,Reject Before Interview,504,3.17,2.95,-0.07,Male,Hispanic
5121,Reject Before Interview,508,3.46,3.64,1.33,Female,Asian
5122,Withdrawn Through Match,514,3.94,3.97,1.09,Female,White/Caucasian
5123,Waitlist Declined,500,3.38,3.61,-0.83,Male,Hispanic
5124,Matriculated,513,3.25,3.54,-1.18,Female,Asian
5125,Reject Before Interview,513,3.37,3.25,-1.69,Male,Asian
5126,Reject Before Interview,482,2.67,2.83,-1.88,Male,Hispanic
5127,Reject After Interview,495,3.55,3.71,-0.27,Female,African American
5128,Reject Before Interview,508,3.65,3.74,0.26,Male,Asian
5129,Reject Before Interview,511,3.87,3.94,-0.65,Male,Asian
5130,Reject Incomplete,515,3.7,3.89,0.81,Female,White/Caucasian
5131,Reject After Interview,503,4,4,0.17,Male,White/Caucasian
5132,Reject Before Interview,509,3.43,3.55,-0.23,Male,White/Caucasian
5133,Reject Before Interview,502,3.64,3.77,,Female,Asian
5134,Reject Before Interview,510,3.77,3.82,0.02,Female,Hispanic
5135,Reject Incomplete,515,3.92,3.89,-0.73,Male,Asian
5136,Reject Before Interview,507,3.28,3.49,0.64,Female,Hispanic
5137,Reject Incomplete,495,3.87,3.74,-2.3,Male,White/Caucasian
5138,Reject Before Interview,505,4,4,0.4,Female,White/Caucasian
5139,Reject After Interview,501,3.41,3.6,-0.05,Male,Asian
5140,Reject Before Interview,509,2.93,3.21,-0.51,Female,Asian
5141,Waitlist Declined,509,4,4,1.89,Female,Multiple
5142,Reject Incomplete,515,3.77,3.82,,Male,White/Caucasian
5143,Withdrawn Through Match,503,3.41,3.62,-0.81,Female,Hispanic
5144,Withdrawn Through Match,517,4,4,0.83,Male,Asian
5145,Reject Incomplete,502,3.44,3.56,0.33,Male,White/Caucasian
5146,Reject Before Interview,510,3.45,3.6,-1.54,Male,White/Caucasian
5147,Reject Before Interview,512,3.93,3.82,-0.44,Male,Multiple
5148,Reject After Interview,507,3.98,3.95,-1.39,Female,White/Caucasian
5149,Reject Before Interview,496,3.17,3.24,-1.08,Female,Hispanic
5150,Reject Before Interview,515,3.58,3.72,-0.15,Male,White/Caucasian
5151,Reject Before Interview,494,3.33,3.54,0.78,Male,White/Caucasian
5152,Reject After Interview,512,3.95,3.97,0.01,Male,Asian
5153,Reject Before Interview,512,3.49,3.6,-1.92,Male,Asian
5154,Reject Before Interview,496,3.09,3.09,-2.97,Male,African American
5155,Reject After Interview,506,4,4,-0.24,Male,Hispanic
5156,Reject Incomplete,504,3.64,3.75,-1.84,Male,White/Caucasian
5157,Reject Incomplete,497,3.66,3.73,0.65,Female,Hispanic
5158,Reject Before Interview,509,2.88,2.92,0.12,Male,White/Caucasian
5159,Withdrawn Through Match,507,3.61,3.28,1.65,Male,Hispanic
5160,Reject Incomplete,499,3.23,3.53,,Female,Asian
5161,Reject Incomplete,499,3.76,3.86,-0.98,Female,White/Caucasian
5162,Reject After Interview,507,3.83,3.84,2.11,Male,Asian
5163,Reject Before Interview,,3.8,3.79,-0.41,Male,White/Caucasian
5164,Reject Before Interview,518,3.54,3.6,0.93,Female,White/Caucasian
5165,Reject Before Interview,497,3.47,3.56,-1.14,Female,Unreported
5166,Reject Before Interview,507,3.77,3.93,0.51,Female,White/Caucasian
5167,Reject Before Interview,509,3.56,3.68,0.52,Male,White/Caucasian
5168,Withdrawn Through Match,508,3.92,3.96,-0.93,Female,Hispanic
5169,Reject Before Interview,507,3.57,3.76,-0.02,Female,Hispanic
5170,Reject Before Interview,484,2.61,2.97,-0.75,Male,African American
5171,Reject Before Interview,498,3.35,3.47,-0.56,Female,Unreported
5172,Prelim Reject,492,3.31,3.33,,Female,Asian
5173,Reject After Interview,515,4,4,-1.47,Female,Asian
5174,Reject Before Interview,490,3.18,3.27,-1,Male,Hispanic
5175,Prelim Reject,491,3.25,3.49,-1.07,Female,African American
5176,Reject Before Interview,512,3.78,3.8,1.29,Male,Asian
5177,Withdrawn Through Match,519,4,4,0.78,Male,Asian
5178,Reject Before Interview,515,3.86,3.87,-1.13,Female,Asian
5179,Reject Before Interview,498,3.9,3.91,-1.07,Male,White/Caucasian
5180,Reject Incomplete,,3.56,3.52,,Female,White/Caucasian
5181,Matriculated,504,3.83,3.87,-0.51,Male,White/Caucasian
5182,Reject Incomplete,512,3.56,3.77,-0.68,Male,White/Caucasian
5183,Reject Before Interview,515,3.16,3.51,-0.42,Male,White/Caucasian
5184,Reject Incomplete,502,3.54,3.49,-0.16,Male,Multiple
5185,Reject Before Interview,517,3.96,3.92,0.85,Male,White/Caucasian
5186,Reject Before Interview,503,3.33,3.32,0.13,Male,White/Caucasian
5187,Reject Before Interview,486,2.7,2.86,-0.61,Female,African American
5188,Reject Before Interview,507,3.57,3.67,1.12,Female,Asian
5189,Reject Incomplete,525,3.96,3.97,1.86,Female,Asian
5190,Reject Before Interview,518,3.65,3.74,0.2,Female,Asian
5191,Reject Before Interview,519,3.64,3.6,1.08,Female,Asian
5192,Reject After Interview,509,3.96,3.97,0.81,Male,White/Caucasian
5193,Reject Incomplete,513,3.45,3.46,,Female,Unreported
5194,Reject Before Interview,512,3.48,3.63,-0.57,Female,White/Caucasian
5195,Reject Before Interview,507,3.16,3.2,-0.86,Female,Hispanic
5196,Reject Incomplete,507,3.08,3.37,-0.24,Male,Unreported
5197,Reject Before Interview,511,3.35,3.55,0.39,Female,White/Caucasian
5198,Reject Before Interview,500,3.27,2.93,0.58,Male,Hispanic
5199,Reject Incomplete,482,2.18,2.57,,Male,African American
5200,Reject Incomplete,517,3.79,3.82,1.89,Male,Asian
5201,Reject Before Interview,510,3.61,3.68,-1.38,Male,White/Caucasian
5202,Reject After Interview,503,3.75,3.77,0.75,Male,Hispanic
5203,Reject Before Interview,514,2.86,3.1,-0.75,Female,Asian
5204,Reject Before Interview,510,3.58,3.79,0.99,Male,Multiple
5205,Withdrawn Through Match,512,3.53,3.7,0.22,Female,Unreported
5206,Reject Before Interview,519,3.88,3.92,0.6,Male,Asian
5207,Reject Before Interview,512,3.75,3.83,-0.68,Male,Asian
5208,Reject Before Interview,489,3.98,3.99,-2.06,Female,Hispanic
5209,Reject Before Interview,509,3.75,3.84,0.51,Female,White/Caucasian
5210,Reject Before Interview,509,3.52,3.32,-0.57,Male,White/Caucasian
5211,Reject After Interview,508,3.83,3.92,-0.19,Female,Asian
5212,Reject Incomplete,516,3.1,3.39,,Male,White/Caucasian
5213,Reject Before Interview,501,3.39,3.66,-1.1,Female,Hispanic
5214,Reject Incomplete,511,3.12,3.25,,Female,Asian 
5215,Reject Incomplete,491,3.12,3.34,,Female,White/Caucasian
5216,Reject Before Interview,513,3.49,3.6,-0.4,Male,White/Caucasian
5217,Reject Before Interview,483,2.87,3.09,0.37,Female,Asian
5218,Reject Incomplete,,3.18,3.46,-1.91,Female,African American
5219,Reject Incomplete,,2.86,3.12,,Male,African American
5220,Reject Before Interview,509,4,4,-0.25,Female,White/Caucasian
5221,Reject Before Interview,505,2.69,3.36,-0.21,Female,African American
5222,Matriculated,514,4,3.98,-0.26,Female,White/Caucasian
5223,Reject Before Interview,503,3.21,3.53,-1.18,Female,Hispanic
5224,Withdrawn Through Match,509,3.89,3.93,0.1,Female,Hispanic
5225,Reject Incomplete,,3.92,3.93,-0.15,Female,White/Caucasian
5226,Reject Before Interview,515,4,4,-0.89,Male,White/Caucasian
5227,Reject Incomplete,512,3.63,3.81,0.29,Female,White/Caucasian
5228,Reject Incomplete,507,2.9,3.05,,Male,White/Caucasian
5229,Reject Before Interview,498,3.32,3.6,-1.55,Female,White/Caucasian
5230,Reject Before Interview,516,3.79,3.68,0.19,Male,White/Caucasian
5231,Withdrawn Through Match,511,3.84,3.95,1.12,Male,White/Caucasian
5232,Reject Before Interview,512,3.74,3.82,,Male,Asian
5233,Reject After Interview,512,3.96,3.97,-0.65,Male,White/Caucasian
5234,Reject Before Interview,496,3.73,3.82,0.34,Female,Hispanic
5235,Reject Before Interview,515,3.76,3.53,-0.48,Male,Asian
5236,Reject Before Interview,507,3.96,3.96,0.33,Female,White/Caucasian
5237,Reject Incomplete,504,3.46,3.45,-1.58,Male,White/Caucasian
5238,Reject Before Interview,516,3.56,3.68,0.26,Male,White/Caucasian
5239,Offer Declined,512,3.93,3.96,1.19,Female,Unreported
5240,Reject Incomplete,493,3.2,3.27,-1.27,Female,African American
5241,Reject Before Interview,513,3.68,3.73,0.97,Female,White/Caucasian
5242,Reject Incomplete,497,2.96,3.07,-1.26,Male,White/Caucasian
5243,Reject Before Interview,507,3.03,3.21,,Female,White/Caucasian
5244,Reject Incomplete,513,2.68,3.09,-1.79,Female,White/Caucasian
5245,Reject Before Interview,514,3.31,3.33,-3.27,Male,White/Caucasian
5246,Reject Before Interview,514,3.56,3.75,-0.37,Female,Asian
5247,Reject Before Interview,494,3.28,3.46,-1.66,Female,Hispanic
5248,Reject Before Interview,489,3.38,3.44,-1.55,Male,African American
5249,Reject Before Interview,506,3.54,3.79,-0.15,Female,African American
5250,Withdrawal Before Interview,512,3.95,3.97,0.37,Female,White/Caucasian
5251,Withdrawal Before Interview,,3.9,3.93,,Female,Multiple
5252,Reject Incomplete,508,3.89,3.77,-0.36,Male,White/Caucasian
5253,Reject Before Interview,501,3.04,3.28,,Female,Asian 
5254,Reject Before Interview,500,2.85,3.16,0.29,Male,White/Caucasian
5255,Reject Before Interview,496,2.72,2.92,0.01,Female,African American
5256,Withdrawn Through Match,517,4,4,-0.81,Female,Asian
5257,Reject Before Interview,511,3.7,3.67,-0.57,Male,White/Caucasian
