r_ID,Status_Description,MCAT,GPA_Science ,GPA_Overall,CASPer,Gender,Ethnicity
4399,Reject Before Interview,512,3.83,3.84,,Female,White/Caucasian
4400,Reject Before Interview,505,3.85,3.88,-0.23,Male,White/Caucasian
4401,Reject Before Interview,504,3.62,3.68,-1.27,Male,White/Caucasian
4402,Reject Before Interview,511,3.75,3.83,0.5,Male,Hispanic
4403,Reject Before Interview,522,3.55,3.65,0.01,Female,Asian
4404,Reject Before Interview,508,3.37,3.59,0.9,Male,Multiple
4405,Reject Before Interview,503,2.53,2.83,,Male,Asian
4406,Reject After Interview,509,3.18,3.44,1.2,Female,Asian
4407,Reject Before Interview,509,3.86,3.92,0,Female,White/Caucasian
4408,Reject Before Interview,502,3.96,3.97,0.51,Female,Asian
4409,Withdrawn Through Match,518,3.83,3.85,-0.51,Female,White/Caucasian
4410,Reject Before Interview,509,2.53,2.96,-0.52,Male,Hispanic
4411,Reject Before Interview,,3.12,3.38,,Male,White/Caucasian
4412,Reject After Interview,508,3.66,3.84,-0.37,Female,Hispanic
4413,Reject Before Interview,509,3.85,3.92,0.26,Female,White/Caucasian
4414,Reject After Interview,499,4,4,-0.97,Female,Hispanic
4415,Reject Before Interview,496,3.74,3.67,-0.79,Male,Hispanic
4416,Reject Before Interview,491,3.43,3.64,0.26,Female,Asian
4417,Reject Before Interview,514,4,4,0.66,Female,White/Caucasian
4418,Withdrawn After Acceptance,516,3.96,3.98,0.03,Female,White/Caucasian
4419,Reject Before Interview,504,3.71,3.69,,Female,White/Caucasian
4420,Reject Before Interview,511,3.79,3.88,0.61,Male,Asian
4421,Reject Before Interview,494,3.52,3.54,-0.75,Female,Hispanic
4422,Reject Before Interview,504,3.93,3.94,-0.83,Female,African American
4423,Reject Before Interview,515,4,3.97,0.61,Male,Asian
4424,Reject Before Interview,513,3.61,3.79,,Female,Multiple
4425,Reject Before Interview,513,3.78,3.79,-0.85,Female,White/Caucasian
4426,Reject Before Interview,507,3.46,3.7,1.25,Female,White/Caucasian
4427,Reject Before Interview,499,3.88,3.91,,Female,African American
4428,Withdrawn within Match Range,504,3.56,3.73,0.59,Female,African American
4429,Reject Before Interview,508,3.49,3.69,0.17,Female,Asian
4430,Reject Before Interview,493,3.49,3.66,0.35,Male,Asian
4431,Reject Before Interview,514,3.65,3.34,-0.55,Male,White/Caucasian
4432,Withdrawn within Match Range,514,3.93,3.97,-0.24,Female,Asian
4433,Reject Before Interview,517,3.47,3.52,-1.55,Male,White/Caucasian
4434,Reject Before Interview,510,3.83,3.89,,Female,Asian
4435,Reject Before Interview,478,2.69,3.07,-1.41,Male,Hispanic
4436,Withdrawn Through Match,507,3.83,3.88,-2.26,Male,White/Caucasian
4437,Reject Before Interview,512,4,3.94,1.71,Female,Asian
4438,Reject Before Interview,514,3.24,3.53,,Female,Asian
4439,Reject Before Interview,514,3.94,3.94,-0.5,Male,White/Caucasian
4440,Reject Before Interview,508,3.5,3.7,-0.52,Male,White/Caucasian
4441,Reject Before Interview,503,3.89,3.94,1.22,Female,White/Caucasian
4442,Reject Before Interview,495,2.92,3.31,,Female,White/Caucasian
4443,Reject Before Interview,494,3.28,3.45,0.59,Female,Asian
4444,Reject Before Interview,500,3.34,3.39,-1.2,Male,Hispanic
4445,Reject Before Interview,500,3.38,3.44,0.17,Male,Asian
4446,Reject Before Interview,507,3.57,3.64,1.42,Female,White/Caucasian
4447,Reject Before Interview,509,3.82,3.87,0.1,Male,Hispanic
4448,Reject Before Interview,520,3.96,3.97,2.1,Female,Asian
4449,Reject Before Interview,502,2.99,3.13,-0.88,Male,White/Caucasian
4450,Reject Before Interview,503,3.29,3.32,0.17,Female,Asian
4451,Reject Before Interview,507,3.56,3.72,1.53,Female,Hispanic
4452,Reject Before Interview,506,3.85,3.75,0.16,Male,White/Caucasian
4453,Reject Before Interview,509,3.77,3.91,-0.29,Female,Asian
4454,Reject Before Interview,511,3.9,3.77,-0.95,Male,Asian
4455,Waitlist Offered,510,3.61,3.69,0.48,Male,Multiple
4456,Reject Before Interview,505,3.28,3.47,,Male,Asian
4457,Reject Before Interview,496,3.48,3.59,,Female,Unreported
4458,Withdrawn After Acceptance,507,3.8,3.84,-1.68,Male,Hispanic
4459,Reject Before Interview,518,3.78,3.87,0.23,Male,White/Caucasian
4460,Reject Before Interview,488,3.46,3.59,0.56,Male,Hispanic
4461,Reject Before Interview,502,3.77,3.85,-0.51,Male,African American
4462,Reject Before Interview,512,4,4,-0.37,Female,White/Caucasian
4463,Reject Before Interview,510,3.9,3.8,0.52,Female,African American
4464,Waitlist Declined,510,3.92,3.94,0.22,Female,Asian
4465,Reject Before Interview,496,4,4,,Male,Hispanic
4466,Reject Before Interview,518,3.32,3.4,-2.22,Male,White/Caucasian
4467,Reject Before Interview,491,3.65,3.73,-0.44,Female,African American
4468,Withdrawn Through Match,515,3.84,3.89,0.28,Male,White/Caucasian
4469,Reject Before Interview,510,3.74,3.69,0.33,Male,Asian
4470,Reject Before Interview,516,3.63,3.72,1.2,Male,White/Caucasian
4471,Reject Before Interview,513,2.7,3.1,-1.13,Female,White/Caucasian
4472,Reject Before Interview,511,3.63,3.76,-1.49,Male,White/Caucasian
4473,Reject Before Interview,493,4,3.85,-0.23,Male,Hispanic
4474,Reject Before Interview,515,4,4,0.08,Female,Asian
4475,Reject Before Interview,520,3.56,3.61,,Male,Asian
4476,Reject Before Interview,511,3.79,3.86,0.19,Male,Asian
4477,Reject Before Interview,495,3.46,3.59,-1.44,Male,White/Caucasian
4478,Reject Before Interview,504,3.42,3.68,0.36,Female,White/Caucasian
4479,Prelim Reject,495,3,3.3,-1.78,Female,African American
4480,Withdrawn Through Match,512,3.94,3.97,-0.27,Female,White/Caucasian
4481,Reject Before Interview,486,3.96,3.96,-0.08,Female,White/Caucasian
4482,Reject Before Interview,508,3.72,3.76,,Male,White/Caucasian
4483,Reject Before Interview,502,3.82,3.88,-1.93,Male,Hispanic
4484,Reject Before Interview,502,3.35,3.47,-0.23,Female,African American
4485,Reject Before Interview,506,3.71,3.86,-1.03,Female,White/Caucasian
4486,Withdrawn within Match Range,527,3.77,3.92,1.71,Male,Asian
4487,Reject Before Interview,501,3.26,3.41,-1.62,Male,White/Caucasian
4488,Reject Before Interview,504,3.94,3.96,0.01,Male,White/Caucasian
4489,Reject Before Interview,500,3.11,3.61,-0.6,Female,Asian
4490,Reject Before Interview,499,3.63,3.72,,Female,Hispanic
4491,Reject Before Interview,509,3.53,3.67,-2.3,Female,Hispanic
4492,Withdrawn After Acceptance,524,3.93,3.97,0.27,Male,White/Caucasian
4493,Reject Before Interview,511,3.71,3.78,0.84,Female,Asian
4494,Withdrawn Through Match,523,3.94,3.97,0.76,Male,Asian
4495,Reject Before Interview,508,3.7,3.8,0.42,Male,White/Caucasian
4496,Reject Before Interview,516,4,3.85,0.08,Male,Asian
4497,Reject Before Interview,510,3.89,3.9,-0.12,Male,White/Caucasian
4498,Reject Before Interview,490,2.88,3.14,-1.53,Male,Asian
4499,Reject Before Interview,514,3.88,3.9,,Male,Multiple
4500,Reject Before Interview,516,4,4,,Female,Asian
4501,Reject Before Interview,513,3.29,3.53,0.33,Male,White/Caucasian
4502,Reject Before Interview,488,3.39,3.41,-1.53,Female,African American
4503,Reject After Interview,508,3.94,3.97,-0.74,Female,White/Caucasian
4504,Reject Before Interview,517,2.63,2.95,0.93,Male,African American
4505,Waitlist Offered,514,3.8,3.83,-2.69,Male,Multiple
4506,Reject Before Interview,504,3.45,3.3,,Female,White/Caucasian
4507,Reject After Interview,509,3.96,3.84,-0.78,Male,White/Caucasian
4508,Reject Before Interview,511,3.96,3.97,-0.81,Female,White/Caucasian
4509,Reject Before Interview,,3.29,3.55,-1.19,Male,Asian
4510,Reject Before Interview,500,3.3,3.5,0.99,Female,White/Caucasian
4511,Reject Before Interview,519,4,4,-0.06,Male,Asian
4512,Reject Before Interview,509,3.32,3.42,-0.4,Female,White/Caucasian
4513,Waitlist Offered,509,4,3.98,0.43,Male,White/Caucasian
4514,Admitted,,3.85,3.91,,Female,Asian
4515,Reject Before Interview,507,3.25,3.53,-1.35,Female,White/Caucasian
4516,Reject Before Interview,476,3.39,3.47,,Female,Hispanic
4517,Admitted,512,3.92,3.96,-0.51,Female,White/Caucasian
4518,Reject Before Interview,500,3.59,3.68,1.02,Male,Hispanic
4519,Reject Before Interview,500,3.78,3.77,-1.23,Female,African American
4520,Reject Before Interview,503,3.04,3.1,,Male,White/Caucasian
4521,Reject Before Interview,510,3.94,3.97,0.19,Male,White/Caucasian
4522,Reject Before Interview,505,3.82,3.87,0.25,Female,Asian
4523,Reject Before Interview,,3.7,3.75,,Female,White/Caucasian
4524,Reject Before Interview,506,3.57,3.81,-0.72,Male,Asian
4525,Reject Before Interview,490,2.85,3.23,-1.73,Male,White/Caucasian
4526,Waitlist Declined,521,4,3.99,,Female,White/Caucasian
4527,Reject Before Interview,512,3.87,3.95,,Female,White/Caucasian
4528,Reject Before Interview,522,3.96,3.97,0.04,Female,White/Caucasian
4529,Reject Before Interview,510,3.91,3.94,0.2,Male,Asian
4530,Reject Before Interview,517,4,4,1.13,Female,Multiple
4531,Admitted,505,4,4,-0.68,Female,Asian
4532,Withdrawn Through Match,502,3.67,3.78,-0.92,Female,Multiple
4533,Reject Before Interview,490,3.61,3.78,,Female,Asian
4534,Prelim Reject,515,3.81,3.85,-0.37,Male,Hispanic
4535,Reject Before Interview,496,2.6,2.82,-1.58,Female,African American
4536,Reject Before Interview,508,3.9,3.94,-1.28,Male,Hispanic
4537,Reject After Interview,513,3.27,3.6,0.05,Male,Asian
4538,Reject Before Interview,498,3.19,3.52,,Female,White/Caucasian
4539,Reject Before Interview,507,3.23,3.29,-0.18,Female,African American
4540,Reject Before Interview,501,3.67,3.72,-1.28,Male,African American
4541,Reject Before Interview,505,2.57,3.06,0.84,Female,White/Caucasian
4542,Reject Before Interview,502,4,3.98,0.42,Female,Multiple
4543,Reject Before Interview,512,3.96,3.97,,Female,White/Caucasian
4544,Reject Before Interview,505,3.62,3.78,0.3,Male,Asian
4545,Reject Before Interview,512,3.57,3.66,1.45,Female,White/Caucasian
4546,Reject Before Interview,502,3.42,3.55,0.68,Male,Hispanic
4547,Reject Before Interview,498,2.9,3.1,-0.2,Female,Hispanic
4548,Reject Before Interview,511,3.88,3.94,-0.76,Male,Asian
4549,Reject Before Interview,521,3.67,3.78,0.11,Male,Asian
4550,Reject Before Interview,512,3.32,3.41,,Female,Asian
4551,Reject Before Interview,513,3.84,3.9,0.52,Male,White/Caucasian
4552,Reject Before Interview,518,3.03,3.15,-0.55,Male,White/Caucasian
4553,Reject Before Interview,496,3.34,3.44,-0.68,Female,White/Caucasian
4554,Reject Before Interview,494,3.03,3.26,0.09,Female,Hispanic
4555,Reject Before Interview,508,3.85,3.82,0.12,Female,Asian
4556,Reject Before Interview,514,3.44,3.53,-0.07,Female,Hispanic
4557,Reject Before Interview,511,3.78,3.88,-0.15,Male,White/Caucasian
4558,Reject Before Interview,505,3.95,3.94,-0.97,Female,Asian
4559,Reject Before Interview,505,2.32,2.82,,Female,Hispanic
4560,Reject Before Interview,509,3.65,3.86,1.31,Female,Asian
4561,Reject Before Interview,500,3.66,3.8,-0.77,Female,White/Caucasian
4562,Reject Before Interview,488,3.71,3.73,-2.12,Female,Hispanic
4563,Reject Before Interview,495,2.92,3.11,,Male,Multiple
4564,Admitted,511,3.63,3.75,-0.03,Male,White/Caucasian
4565,Reject Before Interview,500,3.94,3.96,,Female,Asian
4566,Reject Before Interview,509,3.58,3.77,0.25,Male,White/Caucasian
4567,Reject Before Interview,503,3.71,3.76,-0.82,Female,Asian
4568,Reject Before Interview,488,2.18,3.01,-0.4,Female,White/Caucasian
4569,Withdrawn Through Match,510,3.66,3.74,-0.43,Female,Asian
4570,Reject Before Interview,500,3.9,3.93,0.43,Female,African American
4571,Reject Before Interview,505,3.52,3.75,-0.25,Female,Hispanic
4572,Reject Before Interview,498,3.31,3.61,0.58,Female,White/Caucasian
4573,Reject Before Interview,501,3.44,3.48,,Male,White/Caucasian
4574,Reject Before Interview,498,3.51,3.67,,Female,White/Caucasian
4575,Reject Before Interview,502,3.32,3.37,,Male,American Indian
4576,Reject Before Interview,486,2.86,2.99,-1.86,Male,White/Caucasian
4577,Reject Before Interview,,3.49,3.62,0,Female,African American
4578,Waitlist Offered,504,3.85,3.87,-2.63,Female,White/Caucasian
4579,Reject Before Interview,516,3.88,3.91,-0.27,Female,White/Caucasian
4580,Reject Before Interview,492,2.61,3.23,,Female,Hispanic
4581,Reject Before Interview,509,3.97,3.97,0.11,Female,White/Caucasian
4582,Withdrawn Through Match,521,4,4,-0.92,Male,Hispanic
4583,Reject Before Interview,498,3.64,3.77,-1.07,Female,Asian
4584,Reject Before Interview,502,3.38,3.53,-0.04,Male,Hispanic
4585,Waitlist Offered,519,4,3.99,0.33,Male,White/Caucasian
4586,Withdrawn Through Match,519,3.71,3.66,0.59,Male,Asian
4587,Admitted,,3.86,3.93,,Male,White/Caucasian
4588,Reject Before Interview,504,3.75,3.74,0.18,Male,White/Caucasian
4589,Reject Before Interview,519,3.57,3.64,0.41,Male,Hispanic
4590,Reject Before Interview,480,2.36,2.89,,Female,Hispanic
4591,Reject Before Interview,494,3.74,3.73,-2.07,Female,Asian
4592,Reject Before Interview,514,4,4,-0.2,Male,Asian
4593,Reject Before Interview,513,3.95,3.96,0.19,Female,Asian
4594,Waitlist Offered,514,3.33,3.56,1.97,Female,Asian
4595,Withdrawn within Match Range,509,4,4,0.35,Male,Asian
4596,Withdrawn within Match Range,520,4,3.85,0.95,Male,Hispanic
4597,Reject Before Interview,505,4,4,-1.33,Female,White/Caucasian
4598,Reject Before Interview,511,3.88,3.93,,Female,Asian
4599,Reject Before Interview,516,3.31,3.56,-0.88,Female,White/Caucasian
4600,Withdrawn After Acceptance,512,4,4,-0.59,Male,White/Caucasian
4601,Reject Before Interview,495,3.25,3.44,-0.88,Female,Hispanic
4602,Reject Before Interview,511,3.49,3.56,1.6,Female,White/Caucasian
4603,Reject Before Interview,511,3.54,3.75,1.57,Male,White/Caucasian
4604,Reject Before Interview,491,3.87,3.91,-1.76,Female,White/Caucasian
4605,Prelim Reject,505,3.77,3.85,0.75,Male,Hispanic
4606,Reject Before Interview,505,4,4,0,Female,Asian
4607,Reject Before Interview,506,3.95,3.97,0.75,Female,Asian
4608,Reject Before Interview,506,3.8,3.88,-0.74,Male,Asian
4609,Reject Before Interview,514,3.77,3.86,0.73,Female,Asian
4610,Reject Before Interview,513,3.46,3.33,,Male,White/Caucasian
4611,Reject Before Interview,496,3.45,3.59,-0.78,Male,White/Caucasian
4612,Withdrawn within Match Range,506,3.61,3.52,0.94,Female,Hispanic
4613,Withdrawn within Match Range,512,4,4,-0.06,Female,Asian
4614,Reject Before Interview,498,3.5,3.59,-1.32,Male,Hispanic
4615,Withdrawn Through Match,504,3.87,3.94,0.3,Male,Hispanic
4616,Reject Before Interview,507,2.83,3.29,-0.51,Female,Hispanic
4617,Reject Before Interview,505,3.37,3.68,-1.59,Female,White/Caucasian
4618,Reject Before Interview,484,1.76,2.39,-1.71,Female,Asian
4619,Reject Before Interview,503,3.47,3.69,0.16,Male,White/Caucasian
4620,Reject Before Interview,521,3.96,3.94,0.07,Female,Asian
4621,Reject Before Interview,505,3.32,3.58,0.08,Female,Asian
4622,Reject Before Interview,509,3.95,3.97,-0.04,Female,Asian
4623,Reject Before Interview,505,3.38,3.56,,Male,Multiple
4624,Reject Before Interview,523,3.95,3.91,,Male,Asian
4625,Reject Before Interview,525,3.61,3.71,0.73,Female,Asian
4626,Reject Before Interview,524,4,4,1.38,Male,Asian
4627,Reject Before Interview,513,3.86,3.9,0.25,Female,Hispanic
4628,Reject Before Interview,504,3.88,3.75,1.42,Female,Hispanic
4629,Reject Before Interview,493,3.19,3.58,-1.12,Female,American Indian
4630,Reject Before Interview,498,3.5,3.74,1.69,Female,Asian
4631,Reject Before Interview,507,3.74,3.76,-0.1,Female,Multiple
4632,Reject After Interview,499,3.75,3.84,-1.78,Female,African American
4633,Prelim Reject,477,2.16,2.97,-1.76,Male,Multiple
4634,Withdrawn Through Match,520,3.82,3.88,-1.64,Male,Asian
4635,Reject Before Interview,504,3.93,3.67,-1.68,Male,Asian
4636,Reject Before Interview,,3.59,3.75,-1.54,Female,African American
4637,Reject Before Interview,513,3.31,3.56,1.16,Female,Asian
4638,Reject Before Interview,513,3.52,3.71,-0.06,Male,Asian
4639,Reject After Interview,499,3.69,3.71,-2.12,Male,Hispanic
4640,Reject Before Interview,518,3.74,3.85,,Female,White/Caucasian
4641,Reject Before Interview,507,3.66,3.75,,Male,White/Caucasian
4642,Reject Before Interview,477,2.76,2.99,,Female,Hispanic
4643,Reject Before Interview,509,3.54,3.64,-1.3,Male,Asian
4644,Reject Before Interview,489,3.76,3.81,,Female,Asian
4645,Withdrawn After Acceptance,522,4,4,-0.33,Male,Hispanic
4646,Reject Before Interview,499,2.62,2.61,-1.71,Male,Hispanic
4647,Reject Before Interview,504,3.94,3.95,-1.42,Female,White/Caucasian
4648,Reject Before Interview,,3.7,3.6,,Male,Unreported
4649,Reject Before Interview,499,3.66,3.76,-1.96,Female,Hispanic
4650,Reject Before Interview,504,3.59,3.77,0.73,Female,White/Caucasian
4651,Reject Before Interview,505,3.41,3.54,-0.34,Male,Hispanic
4652,Reject Before Interview,512,3.57,3.68,1.75,Female,Asian
4653,Withdrawn Through Match,506,3.69,3.74,-1.34,Female,White/Caucasian
4654,Reject Before Interview,516,4,4,0.79,Female,Asian
4655,Reject Before Interview,489,3.59,3.78,,Female,Asian
4656,Reject Before Interview,504,3.09,3.32,,Female,Multiple
4657,Reject Before Interview,489,3.82,3.8,,Male,Hispanic
4658,Reject Before Interview,515,3.65,3.7,,Male,Asian
4659,Reject Before Interview,509,3.39,3.66,1.14,Female,Asian
4660,Reject Before Interview,516,3.81,3.67,-0.28,Male,White/Caucasian
4661,Reject Before Interview,518,3.82,3.84,0.73,Male,Asian
4662,Reject Before Interview,500,3.49,3.61,,Female,White/Caucasian
4663,Reject After Interview,511,3.83,3.84,0.19,Female,Asian
4664,Reject Before Interview,520,3.8,3.84,,Female,White/Caucasian
4665,Reject Before Interview,510,3.75,3.86,0.45,Male,Asian
4666,Reject Before Interview,509,3.79,3.77,-1.43,Male,Asian
4667,Reject Before Interview,509,3.03,3.31,-0.66,Female,Unreported
4668,Reject Before Interview,504,3.54,3.71,-1.75,Female,White/Caucasian
4669,Withdrawn Through Match,519,3.93,3.91,-0.57,Male,White/Caucasian
4670,Reject Before Interview,515,4,3.96,-0.83,Male,Asian
4671,Withdrawn Through Match,512,4,3.97,1.25,Male,Hispanic
4672,Reject Before Interview,512,3.16,3.28,0.75,Female,Unreported
4673,Reject Before Interview,492,2.65,3.15,-0.1,Male,African American
4674,Reject Before Interview,512,3.69,3.84,-0.65,Male,Asian
4675,Reject Before Interview,524,3.96,3.97,0.5,Female,White/Caucasian
4676,Reject Before Interview,,3.29,3.5,-0.76,Male,White/Caucasian
4677,Reject Before Interview,510,3.43,3.75,-0.16,Male,Hispanic
4678,Reject Before Interview,508,3.94,3.91,0.29,Female,White/Caucasian
4679,Reject Before Interview,522,3.86,3.93,-0.07,Female,White/Caucasian
4680,Reject After Interview,511,3.96,3.97,-0.78,Male,Asian
4681,Reject Before Interview,506,3.97,3.96,-1.33,Female,Hispanic
4682,Reject Before Interview,505,3.86,3.85,,Male,White/Caucasian
4683,Reject Before Interview,513,3.57,3.69,-1.31,Female,White/Caucasian
4684,Prelim Reject,,3.94,3.94,,Female,Hispanic
4685,Withdrawn Through Match,512,3.24,3.44,0.91,Female,White/Caucasian
4686,Reject Before Interview,,3.46,3.63,,Male,Asian
4687,Reject Before Interview,512,3.15,3.55,-0.83,Female,Asian
4688,Reject Before Interview,521,4,4,,Male,White/Caucasian
4689,Reject Before Interview,497,3.47,3.57,0.51,Female,Multiple
4690,Reject Before Interview,511,3.56,3.68,-0.15,Female,White/Caucasian
4691,Reject Before Interview,507,3.39,3.5,0.12,Male,Hispanic
4692,Reject Before Interview,490,3.56,3.69,-0.4,Female,African American
4693,Reject Before Interview,498,3.52,3.64,-0.18,Female,Unreported
4694,Reject Before Interview,515,3.36,3.65,,Female,White/Caucasian
4695,Reject After Interview,508,3.91,3.95,1.03,Female,Multiple
4696,Reject Before Interview,499,3.52,3.65,-1.33,Female,White/Caucasian
4697,Withdrawn After Acceptance,511,4,4,-1.49,Female,Asian
4698,Offer Declined,508,3.8,3.89,,Female,White/Caucasian
4699,Reject Before Interview,514,3.76,3.75,0.36,Male,Unreported
4700,Offer Declined,520,3.92,3.96,-0.03,Female,White/Caucasian
4701,Reject Before Interview,490,2.49,2.99,0.34,Female,Asian
4702,Reject Before Interview,486,3.6,3.6,,Female,African American
4703,Reject Before Interview,508,3.4,3.72,0.19,Male,White/Caucasian
4704,Reject Before Interview,503,3.65,3.78,-0.57,Male,White/Caucasian
4705,Withdrawal Before Interview,487,4,4,-1.49,Female,White/Caucasian
4706,Reject Before Interview,521,3.71,3.86,0.51,Male,Asian
4707,Reject Before Interview,509,3.69,3.77,0.15,Male,White/Caucasian
4708,Reject Before Interview,512,4,4,-1.2,Female,White/Caucasian
4709,Reject Before Interview,510,3.91,3.94,-0.97,Male,White/Caucasian
4710,Reject Before Interview,504,3.58,3.67,-0.27,Female,White/Caucasian
4711,Reject Before Interview,515,3.48,3.66,2.08,Female,White/Caucasian
4712,Reject Before Interview,505,3.89,3.93,-0.93,Male,White/Caucasian
4713,Reject Before Interview,516,3.67,3.86,0.91,Male,Asian
4714,Admitted,513,4,4,-1.02,Male,White/Caucasian
4715,Reject Before Interview,506,3.56,3.73,1.33,Female,White/Caucasian
4716,Reject Before Interview,505,4,4,1.16,Female,White/Caucasian
4717,Reject Before Interview,500,3.71,3.74,,Female,Asian
4718,Offer Declined,522,4,4,1.09,Male,Asian
4719,Reject Before Interview,,3.17,3.41,-0.44,Male,Asian
4720,Reject Before Interview,503,3.87,3.9,1.99,Female,Hispanic
4721,Withdrawn Through Match,520,3.93,3.96,0.41,Female,Multiple
4722,Reject Before Interview,506,3.36,3.61,-1.34,Female,African American
4723,Reject Before Interview,500,3.5,3.68,0.1,Female,Hispanic
4724,Reject Before Interview,484,2.86,3.11,-1.31,Male,Hispanic
4725,Reject Before Interview,513,3.83,3.87,-0.39,Male,White/Caucasian
4726,Reject Before Interview,508,3.78,3.86,-0.08,Male,Asian
4727,Reject Before Interview,487,3.17,3.28,-0.98,Female,African American
4728,Reject Before Interview,505,3.48,3.59,-0.18,Male,White/Caucasian
4729,Reject Before Interview,514,3.47,3.66,,Female,Asian
4730,Reject Before Interview,500,3.62,3.74,,Female,African American
4731,Reject Before Interview,508,3.94,3.92,-0.78,Female,Hispanic
4732,Reject Before Interview,496,2.9,3.26,,Male,Hispanic
4733,Reject Before Interview,519,3.42,3.59,-0.73,Male,White/Caucasian
4734,Reject Before Interview,510,3.69,3.77,0.47,Female,Asian
4735,Reject Before Interview,484,2.2,2.62,,Male,African American
4736,Reject Before Interview,510,3.07,3.25,,Female,African American
4737,Reject Before Interview,516,3.85,3.93,1.47,Female,White/Caucasian
4738,Reject Before Interview,502,3.8,3.88,-0.18,Female,Asian
4739,Withdrawn within Match Range,510,3.97,3.96,2.14,Female,Asian
4740,Reject Before Interview,494,3.68,3.58,,Male,Hispanic
4741,Reject Before Interview,490,3.69,3.77,-0.37,Male,Hispanic
4742,Reject Before Interview,505,3.5,3.61,0.36,Female,Hispanic
4743,Reject Before Interview,520,3.96,3.93,-1.24,Female,White/Caucasian
4744,Withdrawn Through Match,508,3.64,3.81,-0.56,Female,Asian
4745,Reject Before Interview,511,3.63,3.69,0.03,Male,Asian
4746,Reject Before Interview,495,2.86,3.13,-2.36,Female,White/Caucasian
4747,Reject Before Interview,480,3.62,3.36,-1.32,Male,Hispanic
4748,Reject Before Interview,505,3.36,3.61,-0.1,Male,White/Caucasian
4749,Reject Before Interview,504,3.9,3.92,-0.62,Male,White/Caucasian
4750,Reject Before Interview,503,2.53,2.83,-0.15,Female,Asian
4751,Reject Before Interview,515,3.71,3.72,-0.44,Female,Asian
4752,Reject Before Interview,513,3.78,3.83,,Male,Asian
4753,Reject Before Interview,515,3.72,3.89,1.03,Male,White/Caucasian
4754,Reject Before Interview,508,3.32,3.64,1.08,Male,White/Caucasian
4755,Reject Before Interview,499,3.87,3.92,-2.21,Female,White/Caucasian
4756,Withdrawn Through Match,509,3.71,3.85,0.16,Female,Asian
4757,Reject Before Interview,503,3.29,3.63,-0.2,Female,White/Caucasian
4758,Withdrawn Through Match,508,3.9,3.94,-0.26,Female,Hispanic
4759,Reject Before Interview,512,3.98,3.99,1.19,Female,Asian
4760,Reject Before Interview,509,3.9,3.95,1.33,Female,Asian
4761,Reject Before Interview,503,4,3.8,-1.39,Male,White/Caucasian
4762,Reject Before Interview,,4,3.95,,Male,Hispanic
4763,Reject Before Interview,509,3.57,3.76,-0.65,Female,Asian
4764,Reject Before Interview,502,3.52,3.68,-0.24,Male,Hispanic
4765,Reject Before Interview,486,3.14,3.45,-1.7,Female,African American
4766,Reject Before Interview,511,3.5,3.65,-0.17,Male,Hispanic
4767,Reject Before Interview,501,3.36,3.62,0.33,Male,White/Caucasian
4768,Reject Before Interview,514,3.61,3.72,-0.24,Male,White/Caucasian
4769,Withdrawn within Match Range,520,4,4,0.98,Female,Asian
4770,Reject Before Interview,518,3.83,3.8,-0.47,Male,Asian
4771,Reject Before Interview,499,3.61,3.6,-0.2,Male,Hispanic
4772,Reject Before Interview,503,3.8,3.72,,Male,Asian
4773,Reject Before Interview,519,4,3.97,-0.66,Male,Asian
4774,Withdrawal Before Interview,508,3.51,3.71,1.16,Male,Hispanic
4775,Reject Before Interview,518,4,4,1.5,Male,Asian
4776,Reject Before Interview,507,3.82,3.85,-0.31,Male,White/Caucasian
4777,Reject Before Interview,515,3.9,3.9,0,Male,White/Caucasian
4778,Reject Before Interview,506,3.43,3.58,0.66,Female,Multiple
4779,Reject Before Interview,509,4,4,-0.59,Female,White/Caucasian
4780,Reject Before Interview,506,3.84,3.87,-1.38,Female,Asian
4781,Reject After Interview,510,3.85,3.87,-2.53,Female,African American
4782,Reject After Interview,513,4,4,0.26,Female,White/Caucasian
4783,Reject Before Interview,519,3.3,3.5,1.66,Male,White/Caucasian
4784,Reject Before Interview,498,3.06,3.22,-1.59,Female,Asian
4785,Reject Before Interview,509,3.88,3.9,-0.88,Female,White/Caucasian
4786,Reject Before Interview,507,3.71,3.81,0.59,Male,Asian
4787,Reject Before Interview,480,3.3,3.39,0.07,Female,African American
4788,Reject Before Interview,517,3.56,3.63,0.93,Male,Hispanic
4789,Reject Before Interview,507,3.94,3.96,0.95,Male,Asian
4790,Reject Before Interview,507,3.05,3.32,-0.2,Male,Hispanic
4791,Reject Before Interview,512,3.42,3.65,0.11,Female,White/Caucasian
4792,Withdrawn Through Match,518,3.96,3.97,-0.83,Male,Asian
4793,Reject Before Interview,504,3.1,3.5,0.43,Female,Asian
4794,Reject Before Interview,518,4,4,,Female,White/Caucasian
4795,Reject Before Interview,504,3.87,3.92,0.93,Male,White/Caucasian
4796,Reject Before Interview,502,3.69,3.78,-0.81,Male,Asian
4797,Reject Before Interview,502,3.35,3.45,-1.27,Female,African American
4798,Reject Before Interview,511,3.94,3.94,-0.51,Male,Asian
4799,Reject Before Interview,516,4,4,1.84,Female,White/Caucasian
4800,Reject Before Interview,514,3.52,3.63,0.69,Female,Asian
4801,Reject After Interview,511,3.36,3.48,0.2,Male,Hispanic
4802,Reject Before Interview,509,2.78,2.77,-0.9,Male,Hispanic
4803,Reject Before Interview,503,3.55,3.67,-0.18,Male,White/Caucasian
