Random Unique Identifier,Admissions Decision,MCAT,GPA_Overall_Sci,Overall GPA,GPA_Grad_Total,Casper Score,Gender/Sex,Race/Ethnicity
4936,Rejected without Interview,508,2.89,3.27,,0.4,Male,White/Caucasian
5036,Rejected without Interview,,2.88,3.27,3.88,0.84,Female,African American
5117,Rejected without Interview,501,3.56,3.27,3.13,-1.62,Male,Asian
5401,Rejected without Interview,490,3.18,3.27,,-1,Male,Hispanic
5871,Rejected without Interview,508,3.14,3.27,3.82,1.62,Female,White/Caucasian
5961,Rejected without Interview,493,3.03,3.27,,,Female,Multiple
5973,Rejected without Interview,495,3.12,3.27,3.66,,Female,White/Caucasian
6162,Rejected without Interview,487,3.05,3.27,,,Female,Hispanic
186,Rejected without Interview,,2.94,3.26,,,Female,Asian
1241,Rejected without Interview,500,3.05,3.26,2.9,0.02,Female,Hispanic
1270,Rejected without Interview,510,3.09,3.26,,-0.32,Male,African American
1389,Rejected without Interview,504,3.07,3.26,,0.02,Female,Hispanic
1562,Rejected without Interview,502,3.1,3.26,3.03,0.68,Female,African American
1885,Rejected without Interview,501,2.77,3.26,,1.12,Female,Asian
1915,Rejected without Interview,488,2.34,3.26,4,0.69,Female,Asian
1991,Rejected without Interview,506,3.07,3.26,3.76,0.44,Female,African American
2362,Rejected without Interview,500,2.71,3.26,,-1.27,Female,Asian
2405,Rejected without Interview,505,2.97,3.26,,-0.9,Male,White/Caucasian
2787,Rejected without Interview,513,3.11,3.26,,0.83,Female,Hispanic
3057,Rejected without Interview,496,3.21,3.26,,1.25,Male,White/Caucasian
3690,Rejected without Interview,497,2.83,3.26,3.28,,Male,Unreported
4298,Rejected without Interview,,3.22,3.26,3.5,-0.44,Female,White/Caucasian
4575,Rejected without Interview,512,3.05,3.26,,-0.03,Male,Hawaiian/Pacific Islander
4694,Rejected without Interview,492,3.15,3.26,3.26,0.08,Male,Hispanic
4974,Rejected without Interview,491,3.16,3.26,3.82,-1.07,Female,African American
5174,Rejected without Interview,,3.17,3.26,,-2.37,Male,Asian
5610,Rejected without Interview,505,2.97,3.26,,,Female,Hispanic
5738,Rejected without Interview,499,3.24,3.26,,0.57,Female,African American
5792,Rejected without Interview,486,2.89,3.26,,-0.23,Female,African American
5994,Rejected without Interview,485,2.77,3.26,,0.67,Female,Hispanic
6049,Rejected without Interview,499,2.87,3.26,3.8,1.73,Female,White/Caucasian
6118,Rejected without Interview,499,3.41,3.26,,,Female,White/Caucasian
6141,Rejected without Interview,504,3.23,3.26,,,Female,African American
183,Offered Admissions-Matriculated,509,2.85,3.25,,-0.65,Male,White/Caucasian
347,Rejected without Interview,516,3.2,3.25,3.62,-1.14,Male,White/Caucasian
601,Rejected without Interview,496,2.99,3.25,,-0.31,Female,Hispanic
693,Rejected without Interview,511,3.14,3.25,,1.37,Female,White/Caucasian
1175,Rejected without Interview,515,3.05,3.25,,-1.15,Female,Asian
1310,Rejected without Interview,501,3.14,3.25,,-0.25,Male,Asian
1902,Rejected without Interview,503,3.18,3.25,3.78,-0.99,Male,African American
2535,Rejected without Interview,509,3.03,3.25,3.9,0.36,Female,Hispanic
3088,Rejected without Interview,509,3.16,3.25,,0.27,Female,Asian
3127,Rejected without Interview,513,3.37,3.25,,-1.69,Male,Asian
3399,Rejected without Interview,490,3.11,3.25,,-0.71,Male,Hispanic
3515,Rejected without Interview,490,3.12,3.25,,-1.62,Female,Hispanic
3842,Rejected without Interview,497,3.06,3.25,,-0.6,Male,African American
3890,Rejected without Interview,510,3.44,3.25,2.5,1.03,Male,Hispanic
3915,Rejected without Interview,497,3.24,3.25,,-0.99,Female,White/Caucasian
4057,Withdrew Application Before Interview,,3.11,3.25,3.6,,Female,Unreported
4193,Rejected without Interview,,3,3.25,,,Male,African American
4322,Declined Admissions Offer,519,3.09,3.25,,0.21,Female,African American
4356,Rejected without Interview,504,3.07,3.25,3.73,-0.52,Female,African American
4480,Rejected without Interview,508,3.02,3.25,3.02,-0.93,Male,White/Caucasian
4484,Rejected without Interview,506,2.87,3.25,3.55,-0.17,Male,Asian
4548,Rejected without Interview,514,3.14,3.25,4,0.93,Male,White/Caucasian
4670,Rejected without Interview,486,2.97,3.25,3.73,-1.12,Female,Hispanic
5048,Rejected without Interview,509,3.47,3.25,3.07,-1.86,Male,Hispanic
5076,Rejected without Interview,497,3.04,3.25,,0.39,Female,Asian
5140,Rejected without Interview,513,3.1,3.25,,-0.58,Male,Asian
5200,Rejected without Interview,514,3.18,3.25,4,0.24,Male,Asian
5303,Rejected without Interview,520,3.16,3.25,3.34,1.42,Male,Unreported
5566,Rejected without Interview,503,3.08,3.25,3.86,0.37,Male,Hispanic
5731,Rejected without Interview,496,3.1,3.25,3.66,-1.49,Female,African American
5915,Rejected without Interview,496,3.15,3.25,,,Male,Hispanic
5919,Rejected without Interview,,3.08,3.25,,,Male,White/Caucasian
6139,Rejected without Interview,509,3.23,3.25,3.91,-1.23,Male,Hispanic
6163,Rejected without Interview,476,3,3.25,,,Female,African American
1047,Rejected without Interview,506,3.07,3.24,3.82,-1.38,Male,Hispanic
1212,Rejected without Interview,513,3.1,3.24,3.06,0.02,Male,White/Caucasian
1857,Rejected without Interview,493,3.33,3.24,,-1.26,Female,African American
2028,Rejected without Interview,512,3.09,3.24,3.8,0.21,Female,Asian
2360,Rejected without Interview,508,3,3.24,3.68,-0.04,Female,Asian
2533,Rejected without Interview,504,3.28,3.24,3.8,-0.25,Male,Asian
3330,Rejected without Interview,487,3.06,3.24,3.44,-0.79,Female,Multiple
3382,Rejected without Interview,516,3.51,3.24,3.88,0.72,Male,White/Caucasian
3696,Rejected without Interview,,3.37,3.24,,,Male,Hispanic
3858,Rejected without Interview,506,3.03,3.24,,-1.58,Female,Asian
4066,Rejected without Interview,500,3.04,3.24,,,Female,Asian
4133,Rejected without Interview,496,2.86,3.24,,-0.04,Male,White/Caucasian
4504,Rejected without Interview,506,3.35,3.24,3.67,,Male,African American
4567,Rejected without Interview,497,3.09,3.24,4,0.88,Female,Asian
4624,Rejected without Interview,,2.91,3.24,,,Female,Asian
4857,Rejected without Interview,504,3,3.24,,1.38,Female,Asian
5143,Rejected without Interview,516,3.22,3.24,,0.01,Male,White/Caucasian
5369,Rejected without Interview,495,2.81,3.24,,,Male,Multiple
5424,Rejected without Interview,506,3.36,3.24,3.06,-1,Male,White/Caucasian
5635,Rejected without Interview,500,2.91,3.24,,,Male,Hispanic
5711,Rejected without Interview,496,3.17,3.24,,-1.08,Female,Hispanic
5859,Rejected without Interview,497,2.99,3.24,3.71,,Female,Hispanic
5941,Rejected without Interview,489,3.27,3.24,3.47,-2.98,Male,Hispanic
896,Rejected without Interview,502,2.92,3.23,,-2.06,Female,African American
904,Rejected without Interview,495,2.85,3.23,,1.08,Female,Hispanic
1372,Rejected without Interview,509,3.27,3.23,,0.42,Male,White/Caucasian
2122,Rejected without Interview,505,3.18,3.23,,-2.02,Male,Asian
2225,Rejected without Interview,500,2.92,3.23,3.47,0.08,Female,African American
2294,Rejected without Interview,488,2.86,3.23,3.52,-1.34,Male,African American
2547,Rejected without Interview,486,2.95,3.23,,-2.25,Male,African American
2752,Rejected without Interview,495,3.14,3.23,,-1.3,Female,White/Caucasian
2852,Rejected without Interview,510,3.02,3.23,3.17,,Female,White/Caucasian
2945,Rejected without Interview,506,3.41,3.23,4,-0.93,Male,White/Caucasian
3573,Rejected without Interview,502,3.03,3.23,3.53,0.2,Male,White/Caucasian
3648,Rejected without Interview,492,2.46,3.23,3.26,-0.01,Female,African American
4106,Rejected without Interview,487,3.06,3.23,3.15,-1.11,Female,Hispanic
4110,Rejected without Interview,492,2.94,3.23,,-1.5,Female,African American
4218,Rejected without Interview,496,2.73,3.23,3.93,,Male,African American
4336,Rejected without Interview,506,2.94,3.23,,0.2,Female,Asian
4665,Rejected without Interview,494,3.07,3.23,,-0.61,Female,African American
4667,Rejected without Interview,499,3.01,3.23,,0.47,Female,Asian
4914,Rejected without Interview,519,3.3,3.23,4,-1.5,Male,Unreported
5005,Rejected without Interview,502,3.02,3.23,3.88,-0.79,Female,Hispanic
5094,Rejected without Interview,507,2.96,3.23,3.25,-0.91,Male,White/Caucasian
5258,Rejected without Interview,489,3,3.23,,-1.45,Female,White/Caucasian
5489,Rejected without Interview,483,2.93,3.23,3.67,-2.03,Male,White/Caucasian
5494,Rejected without Interview,493,2.79,3.23,,-0.5,Female,Unreported
5516,Rejected without Interview,501,3.02,3.23,,,Female,Hispanic
5585,Rejected without Interview,508,3,3.23,3.69,-1.01,Female,Hispanic
5646,Rejected without Interview,508,3.09,3.23,,-1.02,Male,Asian
5652,Rejected without Interview,518,3.63,3.23,,-1.4,Male,White/Caucasian
5757,Rejected without Interview,501,3,3.23,,,Female,Multiple
5899,Rejected without Interview,493,3.05,3.23,,,Female,White/Caucasian
6022,Rejected without Interview,504,3.16,3.23,3.93,-0.43,Female,Hispanic
597,Withdrew Application Before Interview,506,2.84,3.22,,1.54,Female,Multiple
1003,Rejected without Interview,,3.15,3.22,,0.69,Male,White/Caucasian
1015,Rejected without Interview,498,3.33,3.22,,-2.75,Male,Hispanic
1083,Rejected without Interview,496,3.42,3.22,3.04,-0.88,Female,African American
2641,Rejected without Interview,,3.04,3.22,3.39,-1.66,Female,African American
3605,Rejected without Interview,490,3.11,3.22,3.9,-1.62,Female,White/Caucasian
3784,Rejected without Interview,498,3.03,3.22,,-1.3,Female,Hispanic
4946,Rejected without Interview,501,3.09,3.22,,1.17,Female,Asian
5082,Rejected without Interview,502,3,3.22,3.87,-0.06,Female,White/Caucasian
5385,Rejected without Interview,505,3.08,3.22,,,Male,Hispanic
5519,Rejected without Interview,514,3.17,3.22,,-0.05,Female,Asian
5649,Rejected without Interview,504,3.4,3.22,,-1.52,Female,White/Caucasian
5753,Rejected without Interview,511,2.91,3.22,,0.66,Male,White/Caucasian
5883,Rejected without Interview,499,3.07,3.22,3.92,,Female,African American
6035,Rejected without Interview,503,3.09,3.22,,,Male,Asian
6046,Rejected without Interview,505,3.06,3.22,,-0.58,Female,Hispanic
327,Rejected without Interview,497,2.95,3.21,,-0.81,Male,Asian
637,Rejected without Interview,509,2.93,3.21,2.7,-0.51,Female,Asian
951,Rejected without Interview,492,3,3.21,,,Male,Hispanic
1643,Alternate Pool/Waitlist,508,2.98,3.21,,-0.72,Female,Hispanic
2036,Rejected without Interview,510,2.68,3.21,3.44,,Female,Asian
2421,Rejected without Interview,498,3.08,3.21,3.68,0.2,Female,White/Caucasian
3103,Rejected without Interview,497,3.18,3.21,3.88,0.08,Male,Hispanic
3238,Rejected without Interview,502,3.32,3.21,,-0.56,Male,White/Caucasian
3541,Rejected without Interview,,2.78,3.21,,,Female,African American
3555,Rejected without Interview,,3.04,3.21,,-1.34,Male,African American
3951,Rejected without Interview,501,2.9,3.21,3.33,,Female,White/Caucasian
4051,Rejected without Interview,506,3,3.21,,-0.24,Female,Asian
5291,Rejected without Interview,488,3.02,3.21,,-0.68,Female,Asian
5699,Rejected without Interview,499,2.8,3.21,,-0.57,Female,Unreported
5843,Rejected without Interview,507,3.03,3.21,3.53,-1.15,Female,White/Caucasian
5947,Rejected without Interview,500,3.1,3.21,,,Male,Asian
6044,Rejected without Interview,511,3.04,3.21,3.74,0.59,Male,White/Caucasian
6059,Rejected without Interview,515,3.31,3.21,,-0.28,Female,Hispanic
6103,Rejected without Interview,492,3.24,3.21,3.44,-1.62,Male,White/Caucasian
6108,Rejected without Interview,498,2.85,3.21,,,Male,Asian
6155,Rejected without Interview,,2.86,3.21,,-0.8,Male,White/Caucasian
371,Rejected without Interview,509,3.16,3.2,3.8,0.47,Female,Asian
1340,Offered Admissions-Matriculated,507,2.94,3.2,3.19,-0.48,Male,African American
1537,Rejected without Interview,502,3.09,3.2,,-1.85,Male,White/Caucasian
1602,Rejected without Interview,494,2.82,3.2,3.87,-0.73,Female,Hispanic
2086,Rejected without Interview,492,3.04,3.2,,,Female,African American
2123,Rejected without Interview,498,2.95,3.2,3.63,-1.74,Male,Hispanic
2434,Rejected without Interview,484,3.04,3.2,3.54,-2.98,Male,African American
2853,Rejected without Interview,504,2.95,3.2,4,0.13,Male,Asian
3329,Rejected without Interview,,3.06,3.2,,,Female,White/Caucasian
3790,Rejected without Interview,510,3.39,3.2,,-0.2,Male,Hispanic
4060,Rejected without Interview,492,2.94,3.2,,-0.93,Female,Asian
4118,Rejected without Interview,511,3.27,3.2,4,-1.1,Male,Hispanic
4653,Rejected without Interview,494,3.08,3.2,,2.13,Male,Hispanic
4868,Rejected without Interview,502,2.88,3.2,,,Female,African American
5009,Rejected without Interview,507,3.16,3.2,,-0.86,Female,Hispanic
5134,Rejected without Interview,505,2.99,3.2,3,,Female,White/Caucasian
5219,Rejected without Interview,497,2.6,3.2,,-1.01,Female,Hispanic
5340,Rejected without Interview,503,2.96,3.2,,-0.24,Male,African American
5532,Rejected without Interview,489,3.08,3.2,3,-0.06,Female,White/Caucasian
5571,Rejected without Interview,502,2.52,3.2,,,Female,Hispanic
5618,Rejected without Interview,512,2.83,3.2,,,Male,Unreported
6015,Rejected without Interview,486,2.72,3.2,,,Female,White/Caucasian
6079,Rejected without Interview,497,2.72,3.2,,-0.42,Female,African American
6169,Rejected without Interview,498,2.9,3.2,,0.01,Female,Hispanic
261,Alternate Pool/Waitlist,505,3.62,3.19,,-0.06,Female,White/Caucasian
2117,Rejected without Interview,517,3.39,3.19,,-1.04,Male,White/Caucasian
2230,Rejected without Interview,488,3.48,3.19,2.78,-1.06,Female,White/Caucasian
2374,Rejected without Interview,495,2.83,3.19,3.33,-0.02,Female,Hispanic
2717,Rejected without Interview,505,3.03,3.19,4,-0.59,Female,Asian
3039,Rejected without Interview,509,2.98,3.19,3.86,-0.71,Female,Hispanic
3179,Rejected without Interview,487,2.8,3.19,,-1.49,Female,African American
3258,Rejected without Interview,498,2.88,3.19,3.92,0.11,Female,African American
3369,Rejected without Interview,503,3.14,3.19,3.72,,Male,Hispanic
3392,Rejected without Interview,503,3.07,3.19,,,Male,Hispanic
3507,Rejected without Interview,511,2.93,3.19,,-0.24,Male,Asian
3823,Rejected without Interview,513,2.88,3.19,3.89,-0.83,Female,White/Caucasian
3979,Rejected without Interview,509,3.16,3.19,3.86,1.5,Male,Asian
4659,Rejected without Interview,487,3.24,3.19,4,-2.94,Female,African American
4809,Rejected without Interview,488,3.49,3.19,3.9,-0.53,Female,African American
4828,Rejected without Interview,508,2.99,3.19,4,0.74,Female,White/Caucasian
4853,Rejected without Interview,491,3.13,3.19,3.91,-1.28,Female,Hispanic
5004,Rejected without Interview,502,2.73,3.19,,0.59,Female,Asian
5334,Rejected without Interview,511,3.73,3.19,3,-1.2,Male,White/Caucasian
5683,Rejected without Interview,500,3.04,3.19,,-0.13,Male,White/Caucasian
5751,Rejected without Interview,484,3.02,3.19,,,Female,Asian
5794,Rejected without Interview,479,3.04,3.19,,-1.7,Female,Asian
6075,Rejected without Interview,498,3.07,3.19,,,Male,Hispanic
133,Rejected without Interview,508,2.98,3.18,3.61,0.42,Female,White/Caucasian
451,Rejected without Interview,511,3,3.18,3.87,-0.32,Male,White/Caucasian
1899,Rejected without Interview,487,3.2,3.18,2.75,-0.27,Female,Asian
2154,Rejected without Interview,493,3.2,3.18,,-0.89,Female,Hispanic
2756,Rejected without Interview,504,3.08,3.18,4,-0.29,Female,Asian
3554,Rejected without Interview,,2.95,3.18,3.64,-1.33,Male,Asian
3668,Withdrew Application Before Interview,508,3.16,3.18,,-1.33,Female,African American
3817,Rejected without Interview,493,2.86,3.18,,-0.66,Male,White/Caucasian
3932,Rejected without Interview,508,2.96,3.18,,,Male,White/Caucasian
4383,Rejected without Interview,510,3.06,3.18,,0.6,Female,White/Caucasian
4654,Rejected without Interview,499,3.12,3.18,3.77,-0.66,Male,Hispanic
4695,Rejected without Interview,500,2.86,3.18,3.22,-1.42,Male,White/Caucasian
4817,Rejected without Interview,498,2.92,3.18,,0.26,Female,Asian
4998,Rejected without Interview,504,3.08,3.18,,,Male,Hispanic
5049,Rejected without Interview,510,3,3.18,3.04,,Female,White/Caucasian
5081,Rejected without Interview,503,2.96,3.18,3.19,,Female,Unreported
5157,Rejected without Interview,502,2.74,3.18,,,Male,Hispanic
5425,Rejected without Interview,498,2.71,3.18,3.3,-1.83,Female,White/Caucasian
1413,Rejected without Interview,497,3.11,3.17,,0.29,Male,Hispanic
1987,Rejected without Interview,500,2.63,3.17,,0.18,Female,White/Caucasian
2324,Rejected without Interview,505,2.96,3.17,,-0.44,Female,Asian
2802,Rejected without Interview,493,3.17,3.17,,-0.58,Male,Asian
3607,Rejected without Interview,482,2.89,3.17,,-1.38,Female,African American
3664,Rejected without Interview,499,2.99,3.17,3.79,-0.81,Female,African American
4065,Rejected without Interview,,2.51,3.17,3.64,0.01,Female,Asian
4103,Rejected without Interview,490,2.93,3.17,3.79,-0.27,Male,Hispanic
4199,Rejected without Interview,487,2.51,3.17,3.91,,Female,Hispanic
4736,Rejected without Interview,511,2.9,3.17,3.47,,Male,Hispanic
5697,Rejected without Interview,504,3.03,3.17,4,-0.72,Male,White/Caucasian
5724,Rejected without Interview,498,2.92,3.17,,,Male,African American
5817,Rejected without Interview,,2.97,3.17,,-1.3,Male,African American
6010,Rejected without Interview,507,3.27,3.17,,,Male,White/Caucasian
6053,Rejected without Interview,507,3.22,3.17,,,Female,White/Caucasian
138,Rejected without Interview,504,3.6,3.16,,-2.35,Male,White/Caucasian
330,Rejected without Interview,507,3.11,3.16,,1.24,Female,Asian
781,Rejected without Interview,500,2.85,3.16,,0.29,Male,White/Caucasian
835,Rejected without Interview,,2.97,3.16,,,Female,African American
1289,Rejected without Interview,520,3.17,3.16,3.97,0.36,Male,White/Caucasian
2269,Rejected without Interview,500,2.98,3.16,,-0.03,Male,Hispanic
2896,Rejected without Interview,495,2.89,3.16,2.89,-0.38,Male,Hispanic
2911,Rejected without Interview,485,2.85,3.16,,-1.52,Female,Multiple
3083,Rejected without Interview,485,2.65,3.16,,-0.46,Female,African American
3517,Rejected without Interview,499,3.07,3.16,,-0.02,Female,Multiple
3570,Rejected without Interview,515,2.98,3.16,3.82,-1.07,Male,White/Caucasian
3574,Rejected without Interview,512,2.92,3.16,3.67,-0.51,Female,African American
4702,Withdrew Application Before Interview,,3.01,3.16,,0.4,Female,Hispanic
4856,Rejected without Interview,493,2.84,3.16,3.06,-1.37,Female,African American
4882,Rejected without Interview,479,3.22,3.16,,-1.57,Male,African American
4930,Rejected without Interview,512,2.67,3.16,,-0.23,Female,Asian
5371,Rejected without Interview,497,3.15,3.16,,,Female,Hispanic
5439,Rejected without Interview,498,2.83,3.16,,-0.37,Male,Hispanic
5865,Rejected without Interview,511,3.12,3.16,4,1.48,Male,Hispanic
5869,Rejected without Interview,501,3.08,3.16,3.18,,Female,African American
6107,Rejected without Interview,498,2.95,3.16,,0.85,Female,Hispanic
889,Declined Admissions Offer,513,2.92,3.15,3.78,0.89,Female,African American
2283,Rejected without Interview,492,2.75,3.15,,-0.29,Female,Hispanic
3059,Rejected without Interview,492,2.86,3.15,3.63,-0.53,Female,Hispanic
4080,Rejected without Interview,,3,3.15,,,Male,White/Caucasian
4108,Rejected without Interview,514,2.84,3.15,,0.52,Male,Asian
4436,Rejected without Interview,504,2.64,3.15,,-1.27,Male,African American
5042,Rejected without Interview,511,3.13,3.15,3.8,,Male,White/Caucasian
5584,Rejected without Interview,515,3.05,3.15,4,-0.06,Male,White/Caucasian
6065,Rejected without Interview,502,2.59,3.15,,,Male,White/Caucasian
6074,Rejected without Interview,492,2.76,3.15,,,Female,Hispanic
6119,Rejected without Interview,512,3.27,3.15,,,Male,Asian
481,Rejected without Interview,497,3.02,3.14,,-0.88,Male,White/Caucasian
1338,Rejected without Interview,506,3.3,3.14,,0.26,Female,White/Caucasian
1898,Rejected without Interview,491,2.94,3.14,,1.02,Male,Asian
2377,Rejected without Interview,506,3.15,3.14,3.5,0.4,Female,Hispanic
3036,Rejected without Interview,487,2.9,3.14,3.19,-0.09,Female,African American
3189,Rejected without Interview,487,3.15,3.14,3,-2.08,Male,Hispanic
3487,Rejected without Interview,493,2.97,3.14,,1.39,Female,Asian
3761,Rejected without Interview,498,2.98,3.14,4,-0.83,Male,African American
5521,Rejected without Interview,481,2.59,3.14,,0.68,Female,Hispanic
5673,Rejected without Interview,500,2.85,3.14,3.68,-1.8,Female,Hispanic
5841,Rejected without Interview,487,3.07,3.14,,-0.98,Female,Hispanic
5892,Rejected without Interview,494,2.77,3.14,3.67,-1.01,Female,Multiple
5944,Rejected without Interview,488,2.99,3.14,,,Male,African American
5968,Rejected without Interview,,2.91,3.14,,,Male,Multiple
1697,Rejected without Interview,495,2.82,3.13,,-0.45,Male,Asian
1852,Rejected without Interview,503,2.74,3.13,3.29,0.52,Female,White/Caucasian
3037,Rejected without Interview,498,3.1,3.13,,0.06,Female,Hispanic
3215,Rejected without Interview,493,2.78,3.13,3.16,0.06,Female,Asian
3243,Rejected without Interview,506,2.72,3.13,3.39,,Female,African American
3324,Rejected without Interview,507,3.07,3.13,3.75,-0.05,Male,Hispanic
3731,Rejected without Interview,497,3.3,3.13,,-1.8,Male,Hispanic
4021,Rejected without Interview,507,3.66,3.13,,-2.94,Female,Hispanic
4091,Rejected without Interview,517,3.15,3.13,3.83,-1.31,Male,White/Caucasian
4142,Rejected without Interview,491,2.94,3.13,3.4,-1.33,Female,Hispanic
4230,Rejected without Interview,500,3.07,3.13,,,Female,African American
4556,Rejected without Interview,506,2.26,3.13,,0.61,Female,Hispanic
4812,Rejected without Interview,508,3.11,3.13,,1.1,Male,Asian
4960,Rejected without Interview,497,2.83,3.13,3.5,-0.83,Female,White/Caucasian
4970,Rejected without Interview,495,2.84,3.13,,-0.61,Female,Hispanic
4981,Rejected without Interview,499,2.93,3.13,3.6,-1.13,Male,Hispanic
5261,Rejected without Interview,501,2.82,3.13,,1.69,Female,White/Caucasian
5319,Rejected without Interview,519,3.03,3.13,,-0.79,Male,Hispanic
5713,Rejected without Interview,502,2.86,3.13,3.73,0.17,Male,White/Caucasian
5784,Rejected without Interview,495,3.01,3.13,3.89,,Male,African American
6013,Rejected without Interview,497,2.6,3.13,,,Female,White/Caucasian
6028,Rejected without Interview,490,2.98,3.13,,-0.2,Female,White/Caucasian
6172,Rejected without Interview,486,3.15,3.13,,,Female,International
638,Rejected without Interview,506,3.04,3.12,,-1.07,Female,Asian
647,Offered Admissions-Matriculated,519,3.61,3.12,,1.9,Male,Hispanic
1920,Rejected without Interview,,2.86,3.12,,-2.31,Male,African American
4607,Rejected without Interview,485,2.78,3.12,4,-0.39,Female,African American
4746,Rejected without Interview,,2.82,3.12,3.65,-1.33,Female,African American
4803,Rejected without Interview,511,3.23,3.12,3.93,-0.95,Male,White/Caucasian
4887,Rejected without Interview,513,2.73,3.12,3.47,0.93,Male,Hispanic
4937,Rejected without Interview,,2.61,3.12,,,Female,African American
5312,Rejected without Interview,506,2.84,3.12,3.67,-0.26,Male,White/Caucasian
5614,Rejected without Interview,481,2.89,3.12,,-1.3,Female,Hispanic
6109,Rejected without Interview,504,2.79,3.12,,,Female,African American
3309,Rejected without Interview,497,2.93,3.11,3.71,-1.79,Female,White/Caucasian
4029,Rejected without Interview,485,2.79,3.11,,-1.64,Female,African American
4104,Rejected without Interview,,3.54,3.11,,-0.03,Female,Hispanic
4751,Rejected without Interview,497,2.7,3.11,,,Male,Asian
5068,Rejected without Interview,505,2.91,3.11,3.74,-1.05,Female,American Indian
5267,Rejected without Interview,502,3.29,3.11,3.79,-1.57,Male,American Indian
5414,Rejected without Interview,505,2.87,3.11,,-1.72,Male,White/Caucasian
5422,Rejected without Interview,504,2.86,3.11,,0.15,Female,Hispanic
5889,Rejected without Interview,504,2.85,3.11,3.52,,Female,Unreported
6111,Rejected without Interview,,2.58,3.11,3.08,,Female,Asian
459,Rejected without Interview,511,2.73,3.1,3.13,-1.07,Male,Asian
1287,Rejected without Interview,,2.75,3.1,3.65,,Male,Asian
1398,Rejected without Interview,513,2.73,3.1,3.83,1.27,Male,Asian
1875,Withdrew Application After Interview,,2.82,3.1,,-3.02,Male,African American
2061,Rejected without Interview,489,3.04,3.1,3.33,,Male,African American
2166,Rejected without Interview,505,2.84,3.1,,0.75,Female,Asian
2803,Rejected without Interview,496,2.71,3.1,3,-0.86,Female,White/Caucasian
3316,Rejected without Interview,514,2.86,3.1,3.32,-0.13,Female,Asian
3826,Rejected without Interview,509,2.71,3.1,,-0.09,Male,Asian
3883,Rejected without Interview,505,3.14,3.1,,-0.75,Female,Hispanic
4187,Rejected without Interview,491,2.91,3.1,,-0.02,Female,Asian
4534,Rejected without Interview,492,2.71,3.1,3.42,-2.29,Male,African American
4587,Rejected without Interview,511,3.02,3.1,,,Female,African American
4625,Rejected without Interview,507,2.76,3.1,4,0.19,Male,White/Caucasian
4980,Rejected without Interview,486,2.69,3.1,,-0.51,Female,White/Caucasian
5413,Rejected without Interview,507,2.94,3.1,3.81,-0.16,Male,Hispanic
5742,Rejected without Interview,482,2.55,3.1,3.43,-1.96,Female,African American
222,Rejected without Interview,505,2.86,3.09,,-0.79,Male,Multiple
905,Rejected without Interview,492,2.9,3.09,3.75,-1.54,Female,African American
1317,Rejected without Interview,503,2.61,3.09,4,0.19,Female,Asian
2839,Rejected without Interview,513,2.68,3.09,3.38,-1.79,Female,White/Caucasian
2865,Rejected without Interview,504,3.01,3.09,,0.32,Male,White/Caucasian
3270,Rejected without Interview,508,2.67,3.09,3.83,-0.25,Female,Asian
4092,Rejected without Interview,507,2.85,3.09,3.46,0.05,Female,Hispanic
4250,Rejected without Interview,492,2.93,3.09,3.62,-1.01,Female,Hispanic
4314,Rejected without Interview,512,2.94,3.09,3.82,-0.81,Female,Hispanic
4437,Rejected without Interview,502,2.73,3.09,,1.39,Female,Asian
4663,Rejected without Interview,493,3.12,3.09,,-0.57,Male,Hispanic
4952,Rejected without Interview,502,2.66,3.09,,-1.43,Male,Hispanic
5069,Rejected without Interview,501,2.84,3.09,,-0.75,Female,Unreported
5233,Rejected without Interview,483,2.87,3.09,,-1.54,Female,Asian
5440,Rejected without Interview,489,2.89,3.09,,-0.09,Female,Asian
5509,Rejected without Interview,501,2.85,3.09,,-0.02,Male,Asian
5709,Rejected without Interview,496,3.09,3.09,4,-2.97,Male,African American
5760,Rejected without Interview,505,2.54,3.09,,0.16,Female,White/Caucasian
5935,Rejected without Interview,500,3.49,3.09,3.81,,Female,Hispanic
5945,Rejected without Interview,,3.04,3.09,3.35,,Male,African American
5993,Rejected without Interview,491,2.49,3.09,,-0.09,Female,African American
687,Rejected without Interview,498,3.02,3.08,4,-1.78,Male,Hispanic
2172,Rejected without Interview,489,3,3.08,,,Male,Hispanic
2488,Rejected without Interview,,3,3.08,,-2.01,Female,African American
3148,Rejected without Interview,492,2.57,3.08,3.75,0.72,Female,Asian
4134,Rejected without Interview,506,2.95,3.08,,-1.93,Male,African American
4725,Rejected without Interview,492,2.42,3.08,4,-0.16,Female,Asian
5329,Rejected without Interview,492,2.83,3.08,3.86,-0.18,Female,African American
5799,Rejected without Interview,487,2.92,3.08,,,Male,White/Caucasian
5832,Rejected without Interview,510,3.31,3.08,3.26,-2.38,Female,Hispanic
5992,Rejected without Interview,494,2.78,3.08,2.92,,Female,Hispanic
6091,Rejected without Interview,,2.88,3.08,3.27,,Female,Hispanic
6143,Rejected without Interview,,2.93,3.08,3.33,,Female,African American
6152,Rejected without Interview,485,2.75,3.08,,,Female,African American
6170,Rejected without Interview,481,2.62,3.08,3.81,,Male,African American
73,Rejected without Interview,498,2.91,3.07,,-2.05,Female,African American
1217,Rejected without Interview,497,2.96,3.07,,-1.26,Male,White/Caucasian
1371,Rejected without Interview,503,2.87,3.07,,-0.09,Female,Asian
