gender,status,JAMP,Ethnicity,GPA_O,GPA_S,GPA_G,highest_mcat_2015,CASPer Score
Female,RB,N,Asian,3.71,3.43,0,505,-1.23
Female,WI,N,White/Caucasian,4,4,0,514,0.96
Female,RB,N,White/Caucasian,3.72,3.61,0,482,-2.17
Male,RB,N,White/Caucasian,3.57,3.63,3.76,508,0.13
Female,RAI,N,Multiple,3.84,3.71,0,513,0.85
Female,RB,N,Asian,3.58,3.31,0,,
Female,RB,N,African American,3.73,3.65,3.8,500,-1.56
Female,WA,N,White/Caucasian,3.96,3.95,3.85,521,1.65
Female,RB,N,African American,3.89,3.83,0,490,
Male,RB,N,White/Caucasian,3.8,3.8,0,,
Male,RB,N,White/Caucasian,3.83,3.67,0,509,-0.19
Female,WA,N,Hispanic,3.92,3.74,0,515,0.96
Male,RB,N,Asian,3.79,3.76,0,512,-0.9
Female,RB,N,White/Caucasian,3.77,3.61,0,495,-1.31
Female,RB,N,White/Caucasian,3.31,3.12,0,,
Male,RB,N,Asian,3.58,3.35,3.55,501,-1.2
Female,RB,N,White/Caucasian,3.24,3.03,0,492,-0.02
Female,RB,N,Asian,3.88,3.84,0,512,-0.34
Female,RB,N,Asian,3.61,3.44,3.13,504,0.45
Female,RB,N,Multiple,3.32,3.42,0,504,-0.58
Male,RB,N,White/Caucasian,3.49,3.45,0,511,-0.09
Female,WM,N,Asian,4,4,0,513,1.54
Female,RB,N,Asian,3,2.77,0,486,0.67
Female,RB,N,African American,3.05,2.79,0,499,-1.23
Male,RAI,N,Asian,4,4,0,519,-0.56
Male,RB,N,Asian,3.51,3.57,0,506,
Female,RB,N,Asian,3.72,3.52,0,506,-0.35
Female,RB,N,Asian,3.82,3.73,0,505,
Male,RB,N,Asian,3.69,3.71,0,508,-2.33
Male,RB,N,Asian,3.54,3.43,0,500,-0.81
Female,RB,N,Unreported,3.92,3.84,0,502,-0.07
Male,RB,N,Multiple,3.44,3.22,3.9,504,
Female,RB,N,Asian,3.69,3.45,1.71,507,
Female,RB,N,Asian,3.94,3.91,0,509,0.33
Female,RB,N,Asian,3.24,3,3.68,508,-0.04
Male,RB,N,White/Caucasian,3.65,3.21,0,496,-0.46
Female,WA,N,White/Caucasian,4,4,0,522,1.42
Male,RB,N,White/Caucasian,3.22,2.62,0,495,-0.06
Female,RB,N,African American,3.21,2.74,0,497,-0.42
Male,RB,N,Hispanic,3.93,3.95,0,505,-1.31
Male,RB,N,Hispanic,3.48,3.12,3.63,490,
Female,RB,N,Hispanic,3.66,3.43,4,506,0.74
Female,RB,N,Hispanic,3.34,2.99,0,,
Male,RB,N,White/Caucasian,3.47,2.92,0,508,0.07
Female,WB,N,Multiple,3.8,3.69,0,516,
Male,RB,N,White/Caucasian,3.71,3.47,0,517,-0.14
Male,RB,N,Asian,3.45,3.21,3.67,516,
Female,RB,N,White/Caucasian,3.83,3.74,0,490,
Male,RB,N,White/Caucasian,3.58,3.54,0,511,-0.9
Female,RB,N,White/Caucasian,3.65,3.54,0,498,-1.06
Male,RB,N,White/Caucasian,3.62,3.54,0,511,-0.15
Male,RB,N,White/Caucasian,3.45,3.13,0,501,-0.14
Female,RAI,N,White/Caucasian,3.81,3.74,0,518,1.7
Male,WB,N,White/Caucasian,3.64,3.48,0,494,
Female,RB,N,African American,3.39,3.25,0,507,-0.91
Male,RB,N,White/Caucasian,3.01,2.89,0,498,
Male,RB,N,White/Caucasian,3.58,3.43,0,502,0.99
Male,RB,N,African American,3.03,3.08,3.91,506,0.8
Male,OA,N,Hispanic,3.88,3.82,0,520,
Female,RB,N,Asian,3.63,3.48,3.06,508,
Male,RB,N,Asian,3.45,3.37,0,517,1.59
Male,RB,N,Asian,3.97,3.95,0,512,0.93
Male,RB,N,Asian,3.53,3.45,3.86,509,0.59
Male,RB,N,Asian,3.85,3.85,0,497,
Male,RB,N,Asian,3.23,3.18,0,505,
Female,RB,N,Asian,3.94,3.94,0,509,0.45
Male,RB,N,Asian,3.71,3.76,0,509,0.02
Female,RB,N,Hispanic,3.25,2.99,0,496,-0.31
Male,RAI,N,Asian,3.89,3.97,0,514,0.67
Female,RB,N,Asian,3.82,3.68,0,513,-0.69
Male,RB,N,Asian,3.75,3.76,0,510,0.79
Male,RB,N,Asian,3.77,3.72,0,514,-0.5
Female,RB,N,Unreported,3.21,2.8,0,499,
Female,RB,N,White/Caucasian,3.85,3.91,0,510,0.67
Male,RB,N,White/Caucasian,2.89,2.57,0,485,
Female,WB,N,White/Caucasian,3.65,3.51,0,,
Female,RB,N,Asian,3.74,3.63,0,510,-0.02
Female,OA,N,Asian,3.84,3.77,0,516,0.45
Female,RB,N,Asian,3.51,3.18,0,507,-0.58
Male,RB,N,White/Caucasian,3.63,3.54,0,517,0.29
Female,RB,N,White/Caucasian,3.69,3.59,3.86,510,0.27
Male,RB,N,White/Caucasian,3.39,2.8,3.56,514,1.03
Male,RB,N,Hispanic,3.91,3.85,0,508,0.19
Male,RB,N,White/Caucasian,3.45,3.08,3.38,,
Male,RB,N,White/Caucasian,3.64,3.44,0,513,0.31
Male,WB,N,Multiple,3.96,3.94,0,522,1.74
Female,RB,N,Unreported,3.67,3.62,0,509,0.94
Female,RB,N,Multiple,3.89,3.83,0,501,
Male,RB,N,White/Caucasian,3.89,3.87,0,514,-0.19
Male,RB,N,Multiple,3.27,3.66,0,515,0.27
Female,RB,N,White/Caucasian,3.64,3.56,0,513,-1.07
Female,RB,N,White/Caucasian,3.37,2.92,3.77,502,
Male,OA,N,White/Caucasian,4,4,0,526,-0.37
Male,RB,N,White/Caucasian,3.92,4,0,501,-1.94
Female,RB,N,African American,3.88,3.75,0,504,1.16
Male,RAI,N,Asian,3.91,3.87,0,523,0.94
Male,RAI,N,White/Caucasian,3.82,3.8,0,516,-0.25
Male,RB,N,Unreported,2.86,2.96,0,519,-0.49
Female,WA,N,White/Caucasian,3.92,4,0,525,0.81
Male,RB,N,Multiple,3.41,3.09,0,510,0.05
Male,RB,N,White/Caucasian,3.68,3.59,0,507,
Female,RB,N,Hispanic,3.61,3.35,0,482,-1.09
Female,RB,N,White/Caucasian,3.91,3.91,0,502,-0.61
Female,RB,N,White/Caucasian,3.41,3.33,0,513,
Female,RB,N,White/Caucasian,3.96,3.93,0,508,0.35
Male,WM,N,White/Caucasian,3.92,3.96,0,517,0.85
Female,RB,N,White/Caucasian,3.92,3.87,0,502,
Male,WM,N,White/Caucasian,3.89,3.82,0,519,
Male,WA,N,White/Caucasian,4,4,0,524,-0.23
Male,RB,N,White/Caucasian,4,4,0,509,
Male,RB,N,Hispanic,3.63,3.88,2.73,502,
Female,RB,N,White/Caucasian,3.87,3.81,0,510,-0.64
Female,RB,N,African American,2.94,2.03,0,480,-0.23
Female,RB,N,White/Caucasian,3.97,3.95,0,510,-0.51
Male,DF,N,White/Caucasian,3.83,3.79,0,515,-1.38
Male,RB,N,White/Caucasian,3.95,3.97,0,519,0.39
Female,RB,N,Multiple,4,4,0,507,0.58
Male,RB,N,White/Caucasian,3.28,3.06,3.9,502,-0.02
Male,RB,N,White/Caucasian,3.48,3.25,2.61,504,
Male,RB,N,White/Caucasian,3.48,3.68,0,511,
Male,RB,N,White/Caucasian,3.98,4,0,520,-0.98
Female,RB,N,White/Caucasian,3.88,3.73,0,504,
Female,RB,N,Hispanic,3.55,3.67,0,500,
Male,WA,N,White/Caucasian,3.93,3.94,0,521,-0.5
Male,RB,N,White/Caucasian,3.37,3.07,0,502,-0.58
Female,RB,N,White/Caucasian,3.13,2.74,3.29,503,
Male,OA,N,White/Caucasian,4,4,0,524,-0.24
Male,RB,N,Hispanic,3.44,3.39,0,513,
Female,OA,N,White/Caucasian,3.89,3.83,0,517,1.66
Female,RB,N,Hispanic,3.81,3.74,0,498,
Female,RB,N,African American,3.28,3.17,3.19,482,-0.83
Female,RB,N,Unreported,3.46,3.46,0,513,-0.16
Male,RB,N,Asian,3.54,3.52,0,482,-0.57
Male,RB,N,Asian,3.82,3.79,0,517,1.89
Female,RB,N,White/Caucasian,3.57,3.72,0,511,-0.82
Female,WB,N,Asian,3.73,3.58,0,516,0.86
Female,WA,N,African American,3.95,3.96,0,510,-0.15
Female,RB,N,White/Caucasian,3.71,3.45,0,501,0.68
Female,RB,N,White/Caucasian,3.42,3.33,0,513,0.51
Female,RB,N,White/Caucasian,3.66,3.5,0,497,1.18
Female,RB,N,Unreported,3.7,3.55,0,511,0.43
Male,RB,N,Hispanic,2.88,2.5,3.88,482,-0.89
Female,RB,N,Multiple,2.95,2.23,3.67,,
Male,WS,N,White/Caucasian,3.86,3.73,0,513,-1.71
Female,RB,N,White/Caucasian,3.25,3.24,0,497,-0.99
Female,OA,N,Asian,3.9,3.77,0,519,0.6
Male,WM,N,Asian,4,4,0,517,1.74
Female,RB,N,Unreported,3.79,3.68,0,514,-0.18
Male,WM,N,Asian,3.98,3.97,0,518,1.65
Female,RB,N,Asian,3.81,3.66,0,513,
Male,RB,N,Asian,3.53,3.28,0,505,-1.88
Female,RB,N,Asian,3.22,3.17,0,514,-0.61
Male,RB,N,Asian,3.55,3.4,0,502,-0.4
Male,OA,N,Unreported,4,4,0,522,1.07
Male,OA,N,Unreported,4,4,0,522,1.07
Female,RB,N,Asian,3.72,3.64,3.79,510,-0.35
Male,RB,N,White/Caucasian,2.99,3.01,0,496,-0.16
Male,RB,N,Asian,3.68,3.47,0,509,0.54
Male,RB,N,Hispanic,3.52,3.45,3.91,505,0.13
Male,RAI,N,White/Caucasian,3.97,3.95,0,517,0.12
Female,RB,N,Hispanic,3.36,2.99,0,501,-1.62
Male,RB,N,White/Caucasian,3.76,3.67,4,514,1.59
Male,RB,N,White/Caucasian,3.84,3.81,0,510,
Male,RB,N,Hispanic,3.56,3.36,0,505,-1.04
Male,OA,N,Hispanic,3.9,3.82,0,514,-1.24
Female,WA,N,Hispanic,3.65,3.62,0,518,1.74
Male,RB,N,Hispanic,3.53,3.48,0,489,
Male,RB,N,Hispanic,3.63,3.48,0,507,0.35
Female,RAI,N,Unreported,4,4,0,513,0.45
Male,RB,N,White/Caucasian,3.84,3.73,0,509,1.38
Female,RB,N,White/Caucasian,3.72,3.7,3.83,506,-0.2
Male,RB,N,White/Caucasian,3.75,3.79,0,,
Female,RB,N,African American,3.36,3.06,0,493,0.38
Male,RAI,N,White/Caucasian,3.86,3.77,0,515,-1.17
Female,RB,N,Multiple,3.54,3.37,4,513,0.59
Male,RB,N,African American,3.74,3.5,0,498,-0.44
Female,RB,N,Multiple,3.82,3.5,0,508,1.58
Female,RB,N,Multiple,3.82,3.5,0,508,1.58
Female,WB,N,White/Caucasian,4,4,0,518,0.26
Male,RB,N,White/Caucasian,3.35,3.69,0,509,0.91
Female,RB,N,Hispanic,3.68,3.26,0,511,
Male,RB,N,African American,3.26,3.09,0,510,-0.32
Female,RB,N,White/Caucasian,3.78,3.67,0,499,0.37
Female,OA,N,White/Caucasian,3.89,3.7,0,515,
Male,RAI,N,White/Caucasian,3.95,3.95,0,515,1.19
Male,RB,N,White/Caucasian,3.86,3.62,0,503,-1.31
Female,RB,N,White/Caucasian,3.43,3.18,0,493,-1.74
Male,RB,N,African American,2.4,2.02,0,482,
Female,WA,N,African American,3.73,3.66,0,514,-0.56
Female,RB,N,Hispanic,3.58,3.3,4,498,1.34
Male,RAI,N,White/Caucasian,3.91,3.95,0,518,1.02
Female,RB,N,Asian,3.78,3.52,0,503,0.2
Female,WM,N,Unreported,3.78,3.72,0,517,0.76
Female,RB,N,Asian,3.23,3.01,0,499,0.47
Male,RB,N,Asian,4,4,0,519,2.07
Male,RB,N,Asian,3.94,3.95,0,513,0.44
Male,RB,N,Asian,3.51,3.53,0,512,
Male,RB,N,Asian,4,4,0,519,0.78
Male,RB,N,Asian,3.92,3.92,0,511,-0.65
Female,RB,N,Asian,3.9,3.83,0,516,1.35
Female,WA,N,Asian,3.95,3.92,0,515,-0.67
Female,RB,N,Asian,3.54,3.23,2,515,1.62
Female,RB,N,Asian,3.55,3.24,0,504,0.27
Female,RB,N,African American,3.12,2.82,3.65,,
Male,RB,N,White/Caucasian,3.37,3.39,0,509,-0.68
Female,RB,N,White/Caucasian,3.97,3.95,0,509,0.51
Female,WA,N,White/Caucasian,3.95,3.94,0,523,0.11
Male,WM,N,White/Caucasian,4,4,0,516,0.9
Male,RB,N,White/Caucasian,4,4,0,516,0.12
Male,OA,N,Hispanic,3.74,3.49,0,520,
Female,OA,N,White/Caucasian,4,4,0,519,0.24
Male,RB,N,White/Caucasian,3.42,3.15,0,507,0.16
Male,RB,N,White/Caucasian,3.75,3.94,0,508,-1.14
Female,RB,N,White/Caucasian,3.57,3.46,0,503,
Female,RB,N,White/Caucasian,3.59,3.38,0,502,-0.16
Male,RB,N,White/Caucasian,3.32,3.15,0,506,-1.39
Female,RB,N,White/Caucasian,3.53,3.41,0,507,-0.6
Female,RB,N,Unreported,3.72,3.35,0,511,0.27
Male,RB,N,White/Caucasian,3.85,3.85,0,500,-1.82
Male,RB,N,White/Caucasian,3.93,3.93,0,516,-0.16
Female,RB,N,African American,3.68,3.55,0,,
Male,RB,N,White/Caucasian,4,4,0,520,-1.08
Female,RB,N,Multiple,3.92,3.93,0,517,0.09
Female,RB,N,Hispanic,3.54,3.52,0,504,
Female,RB,N,White/Caucasian,3.59,3.26,0,509,-0.02
Male,RB,N,Unreported,3.02,2.91,3.8,520,
Male,RB,N,White/Caucasian,3.36,3.22,4,513,0.39
Female,WM,N,African American,3.96,4,0,514,-0.19
Female,RB,N,African American,3.94,3.95,0,507,-0.64
Male,RB,N,Asian,3.73,3.69,0,510,-1.38
Female,RB,N,White/Caucasian,3.58,3.38,4,519,0.19
Female,RB,N,White/Caucasian,3.1,2.71,3,496,-0.86
Male,RB,N,White/Caucasian,3.87,3.68,4,517,0.28
Female,RB,N,White/Caucasian,3.7,3.59,0,500,0.96
Male,RB,N,White/Caucasian,3.97,3.94,0,518,-0.1
Female,RB,N,White/Caucasian,3.87,3.82,0,517,0.68
Male,RB,N,White/Caucasian,3.89,3.74,0,519,-1.03
Male,RB,N,Hispanic,3.73,3.64,0,509,0.82
Male,RB,N,White/Caucasian,3.94,3.91,0,507,-0.65
Male,RB,N,White/Caucasian,3.89,3.86,0,513,0.46
Male,RB,N,White/Caucasian,3.95,3.9,0,,
Female,RB,N,White/Caucasian,3.86,3.84,0,500,-0.68
Male,RAI,N,White/Caucasian,3.62,3.4,3.65,519,1.16
Female,RB,N,White/Caucasian,3.09,2.68,3.38,513,-1.13
Male,RB,N,White/Caucasian,3.97,3.94,0,510,
Female,RB,N,African American,3.02,3,0,483,
Male,RB,N,White/Caucasian,3.11,2.87,0,505,
Male,RB,N,White/Caucasian,3.51,3.41,0,514,0.02
Female,RB,N,White/Caucasian,3.78,3.8,0,501,1.04
Female,RB,N,Hispanic,3.95,4,2.67,492,-1.31
Male,RB,N,White/Caucasian,4,4,0,517,-0.31
Male,RB,N,White/Caucasian,3.91,3.94,0,510,-0.4
Female,RB,N,White/Caucasian,3.83,3.88,0,498,0.24
Male,RB,N,White/Caucasian,3.28,3.79,0,507,-0.8
Female,RB,N,White/Caucasian,3.86,3.72,0,510,
Male,WB,N,White/Caucasian,3.81,3.77,0,498,
Male,RB,N,White/Caucasian,3.44,3.64,0,500,-2.05
Male,RB,N,White/Caucasian,3.53,3.4,0,510,-0.89
Male,RB,N,White/Caucasian,3.66,3.56,0,508,-1.17
Male,RB,N,White/Caucasian,3.78,3.8,0,500,
Male,RAI,N,White/Caucasian,3.87,3.84,3.33,516,1.11
Male,RB,N,White/Caucasian,3.95,3.9,0,507,-0.8
Male,RB,N,White/Caucasian,3.15,3.13,3.8,511,1
Female,RB,N,White/Caucasian,3.98,3.96,0,505,
Male,RB,N,White/Caucasian,3.6,3.64,0,495,
Female,RB,N,Multiple,3.59,3.52,2.35,499,
Female,WM,N,White/Caucasian,3.99,3.98,0,513,0.67
Male,RB,N,White/Caucasian,3.36,3.62,2.96,515,1.47
Male,RB,N,White/Caucasian,3.36,3.62,2.96,515,1.47
Male,RB,N,White/Caucasian,3.83,3.74,0,509,0.83
Female,RB,N,White/Caucasian,3.64,3.58,0,503,-1.12
Male,RB,N,White/Caucasian,3.87,3.91,0,513,-1.38
Female,RB,N,White/Caucasian,3.48,3.13,0,511,2.42
Female,WA,N,White/Caucasian,4,4,0,516,0.96
Male,RB,N,White/Caucasian,3.68,3.41,0,,
Female,RB,N,African American,3.12,2.78,4,485,-0.16
Female,RB,N,White/Caucasian,4,3.99,4,520,0.43
Female,RB,N,Multiple,3.39,3.26,0,504,
Male,RB,N,White/Caucasian,3.89,3.82,0,503,0.42
Male,RB,N,Unreported,3.94,3.89,3.22,512,-0.42
Male,RB,N,Asian,3.59,3.41,3.73,512,
Female,RB,N,Hispanic,3.2,2.52,0,502,0.38
Female,RB,N,Hispanic,3.91,3.94,0,490,-1.19
Female,RB,N,Asian,3.16,3.11,0,507,1.24
Female,RB,N,White/Caucasian,3.72,3.68,0,495,
Female,RB,N,Asian,4,4,0,507,
Male,WB,N,Unreported,4,4,0,524,1.26
Female,RB,N,Asian,3.83,3.83,0,506,0.08
Female,OA,N,Asian,4,4,0,519,0.6
Male,RB,N,White/Caucasian,3.57,3.38,0,510,-1.15
Female,RB,N,White/Caucasian,4,4,0,518,
Female,RB,N,Unreported,3.53,3.39,3.53,506,-0.37
Male,RB,N,White/Caucasian,3.32,2.96,0,507,-0.28
Female,RB,N,White/Caucasian,4,4,0,507,0.43
Female,RAI,N,White/Caucasian,3.69,3.52,0,507,
Male,RB,N,Unreported,3.29,3.12,3.55,521,
Male,RB,N,Asian,3.69,3.66,0,494,
Female,RB,N,Asian,3.7,3.67,0,512,-0.51
Male,RAI,N,Unreported,3.72,3.73,0,515,0.05
Male,OA,N,Asian,3.9,3.82,0,524,1.54
Female,RB,N,Asian,3.78,3.71,0,506,0.84
Male,RAI,N,Multiple,3.97,4,0,511,
Female,RB,N,Asian,3.7,3.56,3.33,510,-1.54
Female,RB,N,Asian,2.59,1.95,0,496,
Female,RB,N,Asian,2.93,2.92,3.73,506,1.87
Female,OA,N,Asian,3.89,3.83,0,516,-0.81
Male,RB,N,Asian,3.47,3.42,0,511,1.73
Female,WA,N,Asian,4,4,0,523,-0.07
Female,RB,N,White/Caucasian,3.96,3.94,0,511,0.49
Female,WM,N,Asian,3.82,3.73,0,519,-0.31
Female,WA,N,Asian,4,4,0,524,1.5
Female,RB,N,Asian,3.78,3.61,0,514,1.54
Male,RAI,N,Unreported,3.73,3.57,0,517,0.11
Female,RB,N,Asian,3.57,3.08,3.93,516,-0.4
Female,RB,N,Asian,3.5,3.27,0,496,-0.36
Male,WA,N,Asian,3.65,3.61,3,524,1.57
Female,RB,N,Asian,3.06,2.87,3.79,498,1.36
Female,RB,N,Asian,3.23,2.94,0,506,0.2
Female,RB,N,Asian,3.73,3.61,0,,
Male,RB,N,Asian,3.71,3.6,0,507,-0.17
Male,RB,N,Asian,3.36,3.08,3.85,508,-0.67
Male,RB,N,White/Caucasian,3.63,3.43,0,513,-0.75
Female,RB,N,African American,3.43,3.21,0,497,-0.46
Female,WI,N,White/Caucasian,4,4,0,520,-0.32
Female,RB,N,White/Caucasian,3.87,3.8,0,510,-0.04
Male,RB,N,White/Caucasian,3.5,3.39,0,509,-1.49
Female,RAI,N,Unreported,3.84,3.61,4,512,-0.52
Male,WB,N,Asian,3.39,3.22,0,,
Female,RB,N,Asian,3.94,3.95,0,513,-0.31
Male,RB,N,Unreported,3.37,3.08,0,507,0.1
Male,OA,N,Asian,3.88,3.89,0,518,1.03
Female,RB,N,White/Caucasian,3.95,3.97,0,509,0.86
Female,WM,N,African American,4,4,0,511,0.39
Male,RAI,N,Hispanic,3.81,3.68,2,512,-1.4
Female,RB,N,White/Caucasian,3.56,3.4,0,508,-0.02
Male,RB,N,Unreported,3.47,3.44,0,506,-0.86
Female,WI,N,Hispanic,3.97,3.96,0,514,-0.29
Male,RB,N,Asian,3.91,3.82,0,513,1.26
Female,RB,N,African American,2.99,2.6,0,487,
Male,RB,N,Asian,3.25,3.14,0,501,-0.37
Male,WM,N,White/Caucasian,4,4,0,516,0.54
Female,WA,N,White/Caucasian,4,4,0,527,0.34
Male,RB,N,White/Caucasian,3.74,3.54,0,510,0.36
Male,RB,N,White/Caucasian,3.74,3.6,0,509,-0.46
Male,RB,N,Asian,3.77,3.71,0,511,1.22
Male,RB,N,Asian,3.01,2.86,0,507,
Female,RB,N,Hispanic,3.5,3.27,0,506,
Female,RB,N,Asian,3.26,2.34,4,488,0.69
Female,RB,N,Hispanic,3.55,3.3,0,505,0.68
Male,RB,N,White/Caucasian,3.93,3.91,3.81,502,-0.99
Male,RB,N,White/Caucasian,3.74,3.69,0,510,0.57
Female,RB,N,White/Caucasian,3.71,3.58,3,507,
Male,RB,N,Asian,3.91,3.82,0,502,
Female,RB,N,Hispanic,3.82,3.82,0,501,-0.38
Female,RB,N,Asian,3.75,3.65,0,510,1.35
Male,OA,N,Multiple,4,4,0,522,1.11
Male,RB,N,Asian,3.53,3.34,0,505,1.34
Male,RB,N,Asian,3.74,3.74,0,,
Decline to Answer,RB,N,Unreported,3.87,3.86,0,508,0.97
Male,RB,N,Asian,3.1,2.71,0,509,-0.09
Female,WB,N,Multiple,3.53,3.52,3.16,514,0.86
Male,RB,N,Asian,4,4,0,528,1.57
Male,RB,N,Asian,3.64,3.64,0,496,
Female,RB,N,Asian,3.6,3.32,4,507,
Male,RB,N,White/Caucasian,3.35,4,0,505,-0.14
Female,RB,N,Asian,3.91,3.88,0,513,0.76
Female,RB,N,Hispanic,3.62,3.41,4,503,-0.81
Male,RB,N,White/Caucasian,3.62,3.56,3.92,510,0.02
Male,RB,N,White/Caucasian,3.81,3.82,0,517,
Female,RB,N,Asian,2.76,2.35,0,484,-0.85
Male,RB,N,Asian,3.64,3.26,0,517,0.27
Male,RB,N,African American,3.3,3.14,0,,
Male,RB,N,White/Caucasian,3.85,3.74,0,510,1.27
Female,RB,N,African American,3.84,3.79,1.59,502,-0.89
Female,RB,N,Asian,3.49,3.26,0,508,1.34
Male,WB,N,White/Caucasian,3.35,3.48,0,,
Female,RB,N,Asian,3.93,3.88,0,492,
Male,RB,N,Unreported,3.48,3.31,0,511,-1.12
Female,RB,N,Hispanic,3.53,3.26,3.19,506,0.28
Female,RB,N,African American,3.56,3.34,0,490,
Female,RB,N,White/Caucasian,3.86,3.84,3.68,506,1.46
Female,RB,N,White/Caucasian,3.55,3.42,0,508,
Male,RB,N,White/Caucasian,3.19,3.04,0,500,-0.13
Female,RB,N,White/Caucasian,3.65,3.54,0,,
Male,RB,N,White/Caucasian,3.78,3.69,0,514,-0.89
Male,RB,N,White/Caucasian,3.95,4,0,511,-0.23
Male,RB,N,African American,3.69,3.59,0,504,0.45
Female,RB,N,Asian,3.95,3.94,4,511,-0.64
Male,WM,Y,Hispanic,3.88,3.81,0,507,-0.89
Male,RB,N,Asian,3.49,3.27,0.5,514,0.82
Male,RB,N,White/Caucasian,3.77,3.56,0,512,
Female,RB,N,Multiple,3.98,3.96,0,508,1.3
Female,RB,N,Asian,3.84,3.59,0,505,
Male,RB,N,Multiple,3.71,3.52,3.91,508,
Female,RB,N,Unreported,3.79,3.69,0,498,-2.26
Female,WA,N,African American,3.62,3.67,0,514,-0.89
Male,RB,N,White/Caucasian,3.79,3.76,3.93,510,
Male,RB,N,White/Caucasian,3.95,4,0,511,-0.3
Male,RB,N,White/Caucasian,3.46,3.34,0,493,-1.14
Female,RB,N,Asian,3.46,3.36,4,509,-0.73
Male,RB,N,Asian,2.98,2.71,0,505,1.78
Female,RB,N,Asian,3.87,3.82,0,505,-0.27
Female,OA,N,Asian,4,4,0,520,2.2
Male,RB,N,Asian,3.53,3.5,3.92,506,
Female,RB,N,Asian,3.44,3.39,3.88,505,0.27
Male,RB,N,Asian,3.59,3.53,0,505,
Male,RB,N,Asian,2.98,2.63,0,491,-0.44
Female,RB,N,Asian,3.43,3.21,3.9,511,0.26
Female,RB,N,Asian,3.75,3.63,0,509,-0.37
Female,WM,N,White/Caucasian,3.82,3.58,0,513,0.67
Male,RB,N,Asian,3.72,3.53,0,502,0.9
Female,RAI,N,Asian,3.84,3.7,0,515,0.12
Female,RB,N,Asian,3.68,3.53,0,506,-0.15
Female,RB,N,Asian,3.98,4,0,512,
Female,RB,N,White/Caucasian,3.86,3.74,0,510,0.24
Male,RB,N,Asian,3.83,3.77,0,506,
Female,RB,N,Asian,3.4,3.18,3.49,502,
Male,RB,N,Asian,3.24,3.28,0.95,504,
Male,RB,N,Hispanic,3.58,3.51,0,503,0.58
Female,RAI,N,White/Caucasian,4,4,0,515,-1.41
Male,RB,N,White/Caucasian,3.83,3.86,0,511,0.75
Female,WB,N,Asian,3.79,3.73,4,521,-1.06
Female,RB,N,Asian,3.96,3.91,0,502,0.67
Female,RB,N,Multiple,3.36,3.15,0,510,0.02
Female,RB,N,Asian,3.52,3.2,0,489,0.01
Male,RB,N,Unreported,3.6,3.5,0,501,0.05
Male,RB,N,African American,2.94,2.84,4,501,-0.09
Female,RB,N,White/Caucasian,3.5,3.4,0,497,0.66
Female,WA,N,Asian,4,4,0,516,0.18
Female,RB,N,African American,3.04,2.5,0,498,
Male,RB,N,Asian,3.73,3.63,0,512,-0.09
Female,RB,N,Asian,3.7,3.5,0,514,-0.07
Male,RB,N,Asian,3.62,3.38,0,492,-0.4
Male,WM,N,African American,3.7,3.61,0,509,
Female,RB,N,White/Caucasian,3.55,3.34,0,511,-0.13
Male,RB,N,White/Caucasian,3.86,3.75,1.2,507,0.06
Female,RB,N,White/Caucasian,3.77,3.72,0,512,0.02
Female,RB,N,White/Caucasian,3.7,3.56,0,501,0.47
Female,RB,N,White/Caucasian,3.98,3.97,0,511,0.69
Male,RAI,N,White/Caucasian,4,4,0,514,
Female,WA,N,White/Caucasian,4,4,0,523,0.42
Female,RB,N,White/Caucasian,3.74,3.63,0,512,0.17
Male,RB,N,White/Caucasian,3.59,3.28,0,508,-0.48
Male,WS,N,White/Caucasian,3.9,3.87,0,513,0.67
Male,WM,N,White/Caucasian,3.87,3.85,0,520,0.27
Male,RB,N,White/Caucasian,3.94,3.94,0,,
Male,RB,N,Asian,3.45,3.32,0,513,-0.51
Female,RB,N,Asian,3.2,3.16,3.23,509,0.43
Female,WM,N,Hispanic,3.49,3.33,0,515,0.11
Female,WA,N,White/Caucasian,3.9,4,3.5,520,0.26
Female,RB,N,Asian,3.42,2.99,1.9,495,
Male,RB,N,White/Caucasian,2.75,2.57,0,515,0.29
Female,RB,N,White/Caucasian,3.43,2.92,0,511,0.11
Female,RB,N,Multiple,3.95,3.97,0,515,0.44
Female,RB,N,Asian,3.9,3.82,0,511,0.75
Female,RB,N,Asian,3.93,3.92,0,510,0.81
Female,RB,N,White/Caucasian,3.72,3.4,0,517,1.46
Male,RB,N,Hispanic,3.7,3.83,0,508,
Female,RB,N,Multiple,3.81,3.71,0,,
Female,OA,N,Hispanic,4,4,0,510,-0.23
Male,RB,N,White/Caucasian,3.69,3.44,0,507,
Male,RB,N,Hispanic,3.21,3.18,3.92,497,0.08
Female,WB,N,Unreported,3,2.55,0,,
Male,RB,N,Unreported,3.33,3.15,4,515,0.67
Male,RB,N,Asian,3.84,3.88,4,511,0.31
Female,WA,N,Asian,4,4,0,523,1.33
Male,RB,N,White/Caucasian,3.71,3.63,0,507,0.26
Male,WM,N,Asian,3.74,3.94,3.31,517,0.17
Female,RB,N,White/Caucasian,3.66,3.48,0,501,0.37
Female,RB,N,Asian,3.33,3.06,0,513,0.35
Male,WA,N,Hispanic,3.97,3.94,0,515,
Male,RB,N,White/Caucasian,3.61,3.36,0,499,
Male,OA,N,White/Caucasian,3.86,4,0,519,-0.48
