Entry Year,Gender,Ethnicity,Overall GPA,Overall Science GPA,MCAT Highest,Final Status
2021,Male,Hispanic,3.29,3.14,496,RI
2021,Female,White/Caucasian,3.57,3.47,505,RI
2021,Male,African American,3.41,3.21,487,RI
2021,Female,White/Caucasian,3.6,3.39,510,RI
2021,Female,African American,3.61,3.75,,RI
2021,Male,Asian,3.97,4,515,RI
2021,Male,White/Caucasian,3.32,3.18,513,RI
2021,Female,African American,3.46,3.18,,RI
2021,Male,Hispanic,3.93,3.83,513,RI
2021,Female,African American,3.91,3.9,,RI
2021,Female,Hispanic,3.72,3.64,507,RI
2021,Female,Multiple,4,4,518,RI
2021,Male,White/Caucasian,3.93,3.84,,RI
2021,Female,Multiple,3.89,3.83,501,RI
2021,Female,White/Caucasian,3.59,3.16,504,RI
2021,Female,White/Caucasian,3.67,3.5,503,RI
2021,Female,Hispanic,3.52,3.61,506,RI
2021,Female,White/Caucasian,2.32,2.01,,RI
2021,Male,Hispanic,3.21,3,492,RI
2021,Male,White/Caucasian,3.52,3.19,497,RI
2021,Male,White/Caucasian,2.58,2.21,,RI
2021,Female,White/Caucasian,3.96,3.94,,RI
2021,Female,Hispanic,3.43,3.25,484,RI
2021,Female,Asian,3.74,3.57,496,RI
2021,Male,Hispanic,3.05,3,485,RI
2021,Male,Asian,3.74,3.74,,RI
2021,Male,Hispanic,3.39,3.19,,RI
2021,Male,White/Caucasian,3.55,3.48,500,RI
2021,Male,Hispanic,3.68,3.64,501,RI
2021,Female,White/Caucasian,3.61,3.61,504,RI
2021,Female,Asian,3.87,3.81,496,RI
2021,Male,Hispanic,3.82,3.75,499,RI
2021,Female,White/Caucasian,3.81,3.7,502,RI
2021,Female,White/Caucasian,3.72,3.55,503,RI
2021,Male,White/Caucasian,3.63,3.29,497,RI
2021,Female,African American,3.39,2.91,488,RI
2021,Male,Asian,3.62,3.56,,RI
2021,Male,White/Caucasian,3.36,3.33,509,RI
2021,Female,African American,3.75,3.61,508,RI
2021,Female,Hispanic,3.98,4,506,RI
2021,Female,African American,3.56,3.25,503,RI
2021,Female,White/Caucasian,3.91,3.85,500,RI
2021,Male,White/Caucasian,3.31,3.7,514,RI
2021,Female,Asian,3.21,3.02,488,RI
2021,Female,Asian,3.74,3.38,494,RI
2021,Female,Asian,3.88,3.8,503,RI
2021,Female,Asian,3.62,3.5,513,RI
2021,Male,White/Caucasian,3.37,3.07,502,RI
2021,Male,Hispanic,3.92,4,495,RI
2021,Female,Asian,3.69,3.45,507,RI
2021,Male,African American,3.25,3,,RI
2021,Female,Asian,3.83,3.88,491,RI
2021,Female,Hispanic,3.78,3.63,494,RI
2021,Female,White/Caucasian,3.98,3.97,503,RI
2021,Female,African American,3.4,3.17,501,RI
2021,Male,White/Caucasian,3.79,3.59,504,RI
2021,Male,Asian,3.73,3.82,505,RI
2021,Female,Hispanic,3.68,3.54,488,RI
2021,Male,Multiple,3.4,3.69,503,RI
2021,Female,White/Caucasian,3.7,3.57,487,RI
2021,Female,Asian,3.61,3.44,504,RI
2021,Female,White/Caucasian,3.97,4,515,RI
2021,Female,White/Caucasian,3.82,3.83,505,RI
2021,Male,White/Caucasian,3.98,3.96,,RI
2021,Male,Hispanic,3.75,3.63,503,RI
2021,Female,White/Caucasian,3.77,3.64,513,RI
2021,Female,Asian,3.62,3.49,507,RI
2021,Male,Asian,3.51,3.25,493,RI
2021,Female,White/Caucasian,3.26,2.87,499,RI
2021,Male,Hispanic,3.48,3.38,486,RI
2021,Female,Hispanic,3.9,3.89,,RI
2021,Male,Multiple,3.79,3.73,515,RI
2021,Female,White/Caucasian,3.27,3.34,510,RI
2021,Male,White/Caucasian,3.94,3.94,,RI
2021,Male,Asian,3.82,3.73,503,RI
2021,Female,Asian,2.76,2.35,484,RI
2021,Female,African American,3.08,2.83,492,RI
2021,Female,Asian,3.87,3.82,505,RI
2021,Male,Asian,3.9,3.81,495,RI
2021,Male,White/Caucasian,3.77,3.62,510,RI
2021,Male,White/Caucasian,3.35,3.3,,RI
2021,Female,Asian,3.78,3.72,507,RI
2021,Female,Unreported,3.85,3.8,502,RI
2021,Male,White/Caucasian,3.83,3.71,503,RI
2021,Female,Asian,3.75,3.79,510,RI
2021,Female,White/Caucasian,3.64,3.53,511,RI
2021,Female,African American,3.25,3.21,,RI
2021,Female,White/Caucasian,3.91,3.85,502,RI
2021,Female,Asian,3.34,3.09,501,RI
2021,Male,White/Caucasian,3.87,3.83,504,RI
2021,Male,Asian,3.94,4,,RI
2021,Male,White/Caucasian,3.59,3.53,511,RI
2021,Female,Asian,3.53,3.34,,RI
2021,Male,Unreported,3.97,3.96,523,RI
2021,Female,Unreported,3.52,3.57,503,RI
2021,Female,Asian,3.96,3.93,,RI
2021,Female,White/Caucasian,3.7,3.59,500,RI
2021,Male,Asian,3.65,3.58,504,RI
2021,Female,Multiple,4,4,482,RI
2021,Female,Hispanic,3.64,3.56,485,RI
2021,Female,White/Caucasian,3.78,3.6,507,RI
2021,Male,International,3.64,3.42,496,RI
2021,Female,Hispanic,3.59,3.35,501,RI
2021,Male,Asian,3.25,3.14,501,RI
2021,Female,White/Caucasian,3.78,3.68,497,RI
2021,Male,Asian,3.11,2.7,497,RI
2021,Female,African American,4,4,,RI
2021,Female,African American,3.3,2.87,496,RI
2021,Female,Hispanic,3.44,3.05,,RI
2021,Male,White/Caucasian,3.73,3.49,499,RI
2021,Female,Asian,3.77,3.76,509,RI
2021,Female,Asian,3.84,3.73,512,RI
2021,Female,Asian,3.8,3.73,498,RI
2021,Female,White/Caucasian,3.59,3.45,508,RI
2021,Male,White/Caucasian,3.85,3.85,,RI
2021,Female,Unreported,3.8,3.64,514,RI
2021,Female,Asian,3.85,3.77,,RI
2021,Male,Hawaiian/Pacific Islander,3.52,3.42,,RI
2021,Male,Hispanic,3.3,3.45,479,RI
2021,Female,Hispanic,3.53,3.44,509,RI
2021,Male,White/Caucasian,4,4,510,RI
2021,Female,Asian,3.2,3.16,509,RI
2021,Female,White/Caucasian,3.92,3.92,497,RI
2021,Female,White/Caucasian,3.02,2.6,,RI
2021,Female,White/Caucasian,3.91,3.95,523,RI
2021,Female,White/Caucasian,3.8,3.64,,RI
2021,Male,Asian,3.28,3.11,,RI
2021,Female,White/Caucasian,3.78,3.75,500,RI
2021,Female,White/Caucasian,3.89,3.79,500,RI
2021,Male,White/Caucasian,3.82,3.77,,RI
2021,Male,White/Caucasian,3.88,3.79,521,RI
2021,Male,Asian,3.49,3.33,511,RI
2021,Female,White/Caucasian,3.9,3.81,501,RI
2021,Female,Unreported,3.82,3.69,,RI
2021,Female,Hispanic,3.54,3.43,502,RI
2021,Female,Asian,4,4,494,RI
2021,Male,Hispanic,3.48,3.53,,RI
2021,Male,White/Caucasian,3.21,3.24,492,RI
2021,Female,White/Caucasian,3.36,3.08,,RI
2021,Female,Asian,3.94,3.88,518,RI
2021,Female,Asian,3.48,3.09,503,RI
2021,Male,Hispanic,3.19,3.07,503,RI
2021,Female,African American,2.96,2.76,491,RI
2021,Female,African American,3.69,3.39,,RI
2021,Female,Unreported,3.92,3.84,502,RI
2021,Female,White/Caucasian,3.93,3.92,,RI
2021,Female,White/Caucasian,3.48,3.2,504,RI
2021,Male,Hispanic,3.42,3.25,493,RI
2021,Female,Asian,4,4,512,RI
2021,Male,Asian,3.53,3.48,496,RI
2021,Female,White/Caucasian,3.62,3.33,505,RI
2021,Female,White/Caucasian,3.5,3.51,509,RI
2021,Male,Asian,3.71,3.62,509,RI
2021,Male,White/Caucasian,4,4,519,RI
2021,Female,White/Caucasian,2.87,2.67,480,RI
2021,Female,White/Caucasian,3.36,3.23,,RI
2021,Female,Asian,2.99,2.49,,RI
2021,Male,Asian,4,4,511,RI
2021,Female,Hispanic,3.64,3.6,497,RI
2021,Female,White/Caucasian,3.04,3.01,500,RI
2021,Female,African American,2.5,2.3,501,RI
2021,Male,Asian,3.93,3.91,504,RI
2021,Female,Asian,3.93,3.96,511,RI
2021,Male,Hispanic,3.34,3.19,495,RI
2021,Female,White/Caucasian,3.78,3.65,493,RI
2021,Male,White/Caucasian,3.93,3.88,508,RI
2021,Female,White/Caucasian,2.8,2.67,494,RI
2021,Male,Hispanic,3.48,3.4,505,RI
2021,Male,African American,3.21,3.04,,RI
2021,Male,Hispanic,2.82,2.7,,RI
2021,Female,African American,3.68,3.55,,RI
2021,Female,Asian,3.32,2.89,,RI
2021,Male,White/Caucasian,3.96,4,520,RI
2021,Female,Asian,3.49,3.02,485,RI
2021,Female,Asian,3.19,3.04,479,RI
2021,Female,White/Caucasian,3.96,3.93,519,RI
2021,Female,African American,3.89,3.83,490,RI
2021,Female,White/Caucasian,3.45,3.42,510,RI
2021,Female,African American,3.22,3.04,,RI
2021,Male,White/Caucasian,3.64,3.55,,RI
2021,Female,Multiple,3.68,3.75,499,RI
2021,Female,Asian,3.76,3.63,,RI
2021,Male,White/Caucasian,3.35,4,505,RI
2021,Female,Asian,3.7,3.62,504,RI
2021,Female,Asian,3.71,3.6,507,RI
2021,Male,White/Caucasian,3.73,3.78,514,RI
2021,Male,White/Caucasian,3.36,3.62,515,RI
2021,Male,Asian,3.25,3.1,513,RI
2021,Male,African American,3.8,3.79,498,RI
2021,Female,Multiple,3.89,3.79,,RI
2021,Female,Hispanic,3.42,3.22,,RI
2021,Female,African American,3.28,3.17,482,RI
2021,Female,African American,3.27,2.8,495,RI
2021,Male,White/Caucasian,3.54,3.61,501,RI
2021,Female,Asian,3.24,3.03,506,RI
2021,Female,White/Caucasian,3.77,3.34,496,RI
2021,Male,White/Caucasian,3.6,3.29,506,RI
2021,Female,White/Caucasian,3.88,4,517,RI
2021,Female,Asian,3.77,3.67,,RI
2021,Male,Multiple,3.94,3.92,520,RI
2021,Male,Hispanic,3.51,3.42,506,RI
2021,Female,Hispanic,3.28,2.88,492,RI
2021,Male,White/Caucasian,4,4,511,RI
2021,Female,Hispanic,3.14,2.59,481,RI
2021,Female,Asian,2.98,2.93,,RI
2021,Female,Unreported,3.97,3.96,516,RI
2021,Female,African American,3.83,3.78,,RI
2021,Female,Asian,3.73,3.56,517,RI
2021,Female,Asian,3.85,3.68,504,RI
2021,Female,Asian,3.77,3.52,,RI
2021,Female,Asian,3.77,3.64,502,RI
2021,Male,Asian,4,4,506,RI
2021,Male,White/Caucasian,3.96,3.93,517,RI
2021,Male,White/Caucasian,3.95,4,513,RI
2021,Female,White/Caucasian,3.82,3.76,495,RI
2021,Female,White/Caucasian,3.62,3.62,505,RI
2021,Female,Hispanic,3.32,3.03,498,RI
2021,Male,White/Caucasian,3.67,3.48,,RI
2021,Female,Asian,3.6,3.27,504,RI
2021,Female,Asian,2.98,3,,RI
2021,Female,Asian,3.13,2.78,493,RI
2021,Female,Multiple,3.24,3.06,487,RI
2021,Male,Asian,3.54,3.51,502,RI
2021,Male,International,3.38,3.08,496,RI
2021,Female,Hispanic,3.82,3.76,503,RI
2021,Female,African American,2.44,2.48,476,RI
2021,Female,White/Caucasian,2.82,2.4,489,RI
2021,Female,Asian,3.61,3.22,495,RI
2021,Female,White/Caucasian,3.53,3.32,,RI
2021,Male,Asian,3.54,3.25,495,RI
2021,Male,White/Caucasian,3.47,3.61,504,RI
2021,Female,White/Caucasian,4,4,,RI
2021,Male,Asian,3.66,3.6,505,RI
2021,Female,Hispanic,3.88,3.82,509,RI
2021,Male,White/Caucasian,3.56,3.44,502,RI
2021,Female,Hispanic,3.71,3.65,508,RI
2021,Male,White/Caucasian,3.49,3.29,503,RI
2021,Male,Hispanic,3.74,3.41,,RI
2021,Female,Asian,3.76,3.57,509,RI
2021,Female,White/Caucasian,3.54,3.36,494,RI
2021,Female,Hispanic,3.76,3.64,503,RI
2021,Female,Asian,3.01,2.85,492,RI
2021,Female,African American,3.56,3.34,490,RI
2021,Female,Asian,3.84,3.71,,RI
2021,Female,White/Caucasian,3.93,3.9,501,RI
2021,Male,Hispanic,3.13,3.3,497,RI
2021,Male,White/Caucasian,3.71,3.57,509,RI
2021,Male,White/Caucasian,3.33,3.77,507,RI
2021,Male,White/Caucasian,3.37,3.1,517,RI
2021,Female,African American,3.6,3.48,491,RI
2021,Female,Asian,3.37,3.11,503,RI
2021,Female,Multiple,4,4,515,RI
2021,Male,Asian,3.78,3.7,509,RI
2021,Female,Hispanic,3.59,3.4,,RI
2021,Male,White/Caucasian,3.45,3.13,501,RI
2021,Female,White/Caucasian,3.98,4,506,RI
2021,Male,White/Caucasian,3.89,3.86,513,RI
2021,Female,White/Caucasian,3.72,3.66,505,RI
2021,Female,White/Caucasian,3.58,3.48,495,RI
2021,Male,Asian,3.78,3.63,516,RI
2021,Male,White/Caucasian,3.82,3.75,509,RI
2021,Male,White/Caucasian,3.26,2.97,505,RI
2021,Female,Asian,3.56,3.22,505,RI
2021,Female,Asian,3.26,2.94,,RI
2021,Male,Hispanic,3.52,3.4,484,RI
2021,Female,African American,2.9,2.26,492,RI
2021,Male,Hispanic,3.59,3.29,,RI
2021,Male,White/Caucasian,3.52,3.51,512,RI
2021,Male,White/Caucasian,4,4,520,RI
2021,Female,Unreported,3.37,3.13,509,RI
2021,Male,White/Caucasian,3.9,3.85,495,RI
2021,Male,Asian,3.9,3.83,504,RI
2021,Female,White/Caucasian,3.63,3.51,492,RI
2021,Female,Multiple,3.39,3.36,498,RI
2021,Female,White/Caucasian,3.85,3.78,,RI
2021,Female,Asian,4,4,525,RI
2021,Female,Asian,3.93,3.86,490,RI
2021,Male,White/Caucasian,3.57,3.59,491,RI
2021,Female,White/Caucasian,3.83,3.74,505,RI
2021,Female,White/Caucasian,3.87,3.85,,RI
2021,Male,White/Caucasian,4,4,517,RI
2021,Female,Hispanic,3.88,3.75,507,RI
2021,Female,African American,3.19,2.8,487,RI
2021,Female,African American,3.82,3.94,511,RI
2021,Female,Asian,3.97,3.94,516,RI
2021,Female,White/Caucasian,3.74,3.62,499,RI
2021,Female,Asian,3.64,3.45,509,RI
2021,Female,White/Caucasian,3.65,3.32,508,RI
2021,Female,African American,2.47,2.43,,RI
2021,Female,Asian,3.1,2.84,505,RI
2021,Male,White/Caucasian,3.22,3.15,,RI
2021,Female,Asian,3.88,3.84,,RI
2021,Male,White/Caucasian,4,4,514,RI
2021,Female,African American,3.39,3.04,513,RI
2021,Male,Asian,3.3,3.49,522,RI
2021,Female,White/Caucasian,3.71,3.59,500,RI
2021,Male,Hispanic,3.62,3.64,,RI
2021,Male,Hispanic,3.48,3.33,489,RI
2021,Female,Hispanic,3.51,3.17,502,RI
2021,Female,White/Caucasian,3.9,3.92,,RI
2021,Male,Hispanic,3.76,3.79,512,RI
2021,Male,Asian,3.82,3.74,502,RI
2021,Female,Hispanic,3.74,3.8,507,RI
2021,Male,White/Caucasian,3.72,3.56,519,RI
2021,Female,Asian,3.78,3.66,498,RI
2021,Female,Asian,3.76,3.48,506,RI
2021,Male,African American,3.72,3.36,496,RI
2021,Female,White/Caucasian,3.83,3.74,490,RI
2021,Male,White/Caucasian,3.94,3.89,514,RI
2021,Male,Asian,3.91,3.89,,RI
2021,Male,Asian,3.63,3.58,512,RI
2021,Female,African American,3.5,3.38,478,RI
2021,Female,African American,3.34,3.14,504,RI
2021,Female,Hispanic,3.38,2.98,496,RI
2021,Female,Asian,3.94,3.91,508,RI
2021,Female,Multiple,3.42,3.23,515,RI
2021,Female,Asian,3.47,3.52,485,RI
2021,Male,White/Caucasian,3.76,3.74,504,RI
2021,Male,White/Caucasian,3.35,3.02,494,RI
2021,Female,African American,2.89,2.59,492,RI
2021,Male,White/Caucasian,3.75,3.64,506,RI
2021,Female,Unreported,3.92,3.82,516,RI
2021,Male,White/Caucasian,3.81,3.78,522,RI
2021,Female,Hispanic,3.95,3.95,495,RI
2021,Male,White/Caucasian,3.81,3.82,517,RI
2021,Female,White/Caucasian,3.71,3.58,507,RI
2021,Female,African American,3.47,3.28,493,RI
2021,Female,African American,3.45,3.24,495,RI
2021,Female,White/Caucasian,3.65,3.64,494,RI
2021,Female,Asian,3.24,2.91,,RI
2021,Male,African American,3.71,3.61,,RI
2021,Female,Asian,3.24,3,508,RI
2021,Male,African American,2.9,3.4,513,RI
2021,Female,White/Caucasian,3.7,3.59,503,RI
2021,Female,African American,3.52,3.47,513,RI
2021,Male,White/Caucasian,3.66,3.63,502,RI
2021,Female,African American,2.68,2.52,,RI
2021,Male,Asian,3.18,2.95,,RI
2021,Male,Multiple,3.71,3.51,499,RI
2021,Male,Hispanic,3.64,3.65,511,RI
2021,Male,Hispanic,3.72,3.6,496,RI
2021,Female,Hispanic,3.89,3.83,497,RI
2021,Female,Unreported,3.97,4,515,RI
2021,Female,Hispanic,3.54,3.4,496,RI
2021,Male,Hispanic,3.88,3.82,524,RI
2021,Female,Unreported,3.7,3.49,506,RI
2021,Female,Asian,3.64,3.38,494,RI
2021,Female,Hispanic,3.43,3.23,485,RI
2021,Male,Asian,3.84,3.73,,RI
2021,Male,White/Caucasian,3.82,3.68,517,RI
2021,Female,Hispanic,2.38,2.01,476,RI
2021,Female,Asian,3.67,3.53,508,RI
2021,Female,Hispanic,3.95,3.89,503,RI
2021,Male,White/Caucasian,3.05,2.9,507,RI
2021,Female,Asian,3.62,3.59,490,RI
2021,Male,White/Caucasian,3.6,3.59,,RI
2021,Male,White/Caucasian,3.29,3.34,511,RI
2021,Female,Hispanic,2.97,2.72,514,RI
2021,Male,White/Caucasian,3.17,3.27,507,RI
2021,Male,Asian,3.98,3.97,511,RI
2021,Female,White/Caucasian,3.89,3.79,516,RI
2021,Male,White/Caucasian,3.73,3.66,511,RI
2021,Female,Asian,3.45,3.02,488,RI
2021,Male,White/Caucasian,3.35,3.36,,RI
2021,Male,White/Caucasian,3.57,3.24,,RI
2021,Male,Asian,3.9,3.82,524,RI
2021,Male,White/Caucasian,3.95,3.9,,RI
2021,Female,African American,3.79,3.53,498,RI
2021,Female,White/Caucasian,3.88,3.83,511,RI
2021,Male,Hispanic,3.67,3.53,495,RI
2021,Female,White/Caucasian,3.96,3.91,517,RI
2021,Female,Asian,3.76,3.84,501,RI
2021,Female,White/Caucasian,3.44,2.67,506,RI
2021,Female,Asian,3.61,3.45,,RI
2021,Male,Multiple,3.24,2.81,495,RI
2021,Female,Asian,3.5,3.37,,RI
2021,Male,White/Caucasian,3.9,3.94,,RI
2021,Female,Asian,3.81,3.74,,RI
2021,Female,African American,3.83,3.76,503,RI
2021,Female,White/Caucasian,3.7,3.61,504,RI
2021,Male,White/Caucasian,3.51,3.43,502,RI
2021,Female,White/Caucasian,4,4,511,RI
2021,Female,Asian,3.43,3.22,,RI
2021,Male,White/Caucasian,3.92,3.95,509,RI
2021,Female,White/Caucasian,3.54,3.34,,RI
2021,Female,Asian,4,4,524,RI
2021,Male,White/Caucasian,3.72,3.74,,RI
2021,Male,White/Caucasian,3.8,3.78,510,RI
2021,Male,White/Caucasian,3.75,3.79,,RI
2021,Female,White/Caucasian,3.2,3.06,,RI
2021,Female,Multiple,2.39,1.87,488,RI
2021,Female,White/Caucasian,2.62,2.46,489,RI
2021,Male,African American,3.42,3.6,504,RI
2021,Male,Hispanic,4,4,,RI
2021,Female,African American,3.16,3.08,501,RI
2021,Male,White/Caucasian,3.73,3.65,511,RI
2021,Female,African American,3.75,3.68,494,RI
2021,Female,African American,3.3,3.14,496,RI
2021,Male,Asian,3.94,3.91,513,RI
2021,Female,Asian,4,4,496,RI
2021,Female,African American,3.63,3.49,488,RI
2021,Decline to Answer,Unreported,3.74,3.66,,RI
2021,Female,Asian,3.44,3.45,512,RI
2021,Female,Asian,3.9,3.82,,RI
2021,Male,White/Caucasian,3.66,3.63,508,RI
2021,Male,White/Caucasian,3.86,3.82,514,RI
2021,Female,Hispanic,3.88,3.86,489,RI
2021,Male,Multiple,3.52,3.29,,RI
2021,Male,Asian,3.53,3.46,,RI
2021,Female,Hispanic,3.34,2.99,,RI
2021,Male,White/Caucasian,3.74,3.61,510,RI
2021,Female,Asian,3.37,3.18,511,RI
2021,Male,White/Caucasian,3.34,3.25,513,RI
2021,Male,White/Caucasian,3.93,3.91,507,RI
2021,Male,Hispanic,3.82,3.82,494,RI
2021,Female,White/Caucasian,3.93,3.93,,RI
2021,Female,Multiple,3.97,4,514,RI
2021,Female,White/Caucasian,3.09,2.54,505,RI
2021,Female,African American,3.56,3.52,481,RI
2021,Male,White/Caucasian,4,4,520,RI
2021,Female,Hispanic,3.64,3.25,490,RI
2021,Female,Multiple,2.93,2.57,501,RI
2021,Female,White/Caucasian,3.94,3.95,,RI
2021,Female,Asian,3.75,3.69,506,RI
2021,Male,Hispanic,3.18,3.08,504,RI
2021,Female,Asian,3.91,3.87,509,RI
2021,Female,Asian,3.92,3.82,,RI
2021,Male,Hispanic,3.61,3.56,504,RI
2021,Female,Asian,3.81,3.73,,RI
2021,Male,White/Caucasian,3.65,3.42,515,RI
2021,Female,White/Caucasian,3.75,3.43,508,RI
2021,Female,Asian,3.65,3.64,498,RI
2021,Female,African American,3.49,3.09,,RI
2021,Female,Hispanic,3.44,3.23,498,RI
2021,Female,White/Caucasian,3.65,3.33,,RI
2021,Male,African American,3.3,3.14,,RI
2021,Male,Unreported,3.99,3.99,,RI
2021,Male,Unreported,3.54,3.36,,RI
2021,Female,Multiple,3.34,3.29,516,RI
2021,Female,Multiple,3.92,3.87,,RI
2021,Female,White/Caucasian,3.57,3.43,513,RI
2021,Female,White/Caucasian,3.4,2.9,502,RI
2021,Female,Multiple,3.88,3.92,507,RI
2021,Female,White/Caucasian,3.9,3.81,508,RI
2021,Female,White/Caucasian,3.94,3.89,514,RI
2021,Female,Asian,3.55,3.17,,RI
2021,Male,White/Caucasian,3.01,2.67,499,RI
2021,Male,White/Caucasian,3.09,3.01,504,RI
2021,Male,White/Caucasian,3.87,3.8,,RI
2021,Male,Asian,3.59,3.5,501,RI
2021,Female,Unreported,4,4,516,RI
2021,Male,White/Caucasian,3.43,3.37,515,RI
2021,Female,White/Caucasian,3.69,3.49,501,RI
2021,Male,White/Caucasian,3.13,2.86,502,RI
2021,Female,African American,3.36,3.06,493,RI
2021,Female,Asian,3.61,3.65,503,RI
2021,Male,White/Caucasian,3.77,3.63,507,RI
2021,Female,White/Caucasian,3.62,3.51,,RI
2021,Female,Hispanic,3.74,3.58,498,RI
2021,Female,Hispanic,2.98,2.68,492,RI
2021,Male,White/Caucasian,3.67,3.44,506,RI
2021,Male,Multiple,3.62,3.85,,RI
2021,Female,Asian,3.6,3.51,,RI
2021,Male,African American,3.47,3.64,490,RI
2021,Male,White/Caucasian,3.4,3.26,,RI
2021,Male,White/Caucasian,3.95,3.93,517,RI
2021,Male,White/Caucasian,3.76,3.72,508,RI
2021,Male,Hispanic,3.67,3.67,506,RI
2021,Female,White/Caucasian,3.9,3.92,509,RI
2021,Male,Hispanic,3.44,3.32,495,RI
2021,Female,African American,2.96,2.6,497,RI
2021,Female,White/Caucasian,3.79,3.66,,RI
2021,Male,Asian,3.98,4,509,RI
2021,Male,White/Caucasian,3.92,3.89,522,RI
2021,Male,White/Caucasian,3.73,3.56,502,RI
2021,Female,Hispanic,3.32,3.1,493,RI
2021,Female,White/Caucasian,3.49,3.37,508,RI
2021,Male,White/Caucasian,3.74,3.85,490,RI
2021,Female,Asian,3.01,2.73,492,RI
2021,Male,White/Caucasian,3.93,3.89,506,RI
2021,Male,White/Caucasian,3.58,3.53,511,RI
2021,Female,White/Caucasian,3.28,2.88,500,RI
2021,Male,White/Caucasian,3.64,3.65,507,RI
2021,Female,Asian,3.94,3.91,503,RI
2021,Female,White/Caucasian,3.89,3.82,504,RI
2021,Female,White/Caucasian,3.35,3.24,505,RI
2021,Male,Unreported,3.26,2.83,497,RI
2021,Male,White/Caucasian,3.6,3.64,495,RI
2021,Female,Unreported,2.91,2.44,493,RI
2021,Female,Asian,3.53,3.28,494,RI
2021,Female,Asian,3.38,3.24,508,RI
2021,Male,Asian,3.8,3.79,,RI
2021,Female,African American,3.72,3.66,483,RI
2021,Male,Hispanic,3.27,3.18,490,RI
2021,Female,African American,3.49,3.25,491,RI
2021,Female,Asian,3.03,2.54,495,RI
2021,Male,White/Caucasian,3.44,3.42,,RI
2021,Male,Hispanic,3.7,3.55,485,RI
2021,Male,White/Caucasian,3.91,3.89,501,RI
2021,Male,Hispanic,3.49,3.34,504,RI
2021,Male,White/Caucasian,3.82,3.71,514,RI
2021,Female,Hispanic,3.15,2.76,492,RI
2021,Male,Unreported,3.55,3.71,511,RI
2021,Female,Multiple,3.23,3,501,RI
2021,Female,African American,3.89,3.78,499,RI
2021,Male,White/Caucasian,3.59,3.36,,RI
2021,Male,White/Caucasian,3.92,3.81,512,RI
2021,Male,Multiple,3.14,2.91,,RI
2021,Female,White/Caucasian,3.93,3.89,,RI
2021,Female,Asian,3.89,3.86,500,RI
2021,Female,Asian,3.86,3.76,522,RI
2021,Male,White/Caucasian,3.3,3.46,519,RI
2021,Male,White/Caucasian,3.81,3.81,505,RI
2021,Male,White/Caucasian,4,4,506,RI
2021,Female,Asian,3.7,3.63,508,RI
2021,Male,White/Caucasian,3.99,3.97,519,RI
2021,Male,White/Caucasian,3.52,3.47,501,RI
2021,Female,African American,2.2,1.99,511,RI
2021,Female,White/Caucasian,3.73,3.33,505,RI
2021,Female,White/Caucasian,3.03,2.55,501,RI
2021,Male,African American,3.73,3.59,519,RI
2021,Female,Hispanic,2.36,1.93,,RI
2021,Female,African American,3.26,3.16,491,RI
2021,Female,African American,3.57,3.48,502,RI
2021,Female,Hispanic,3.72,3.43,493,RI
2021,Female,Asian,3.97,3.93,506,RI
2021,Female,African American,3.73,3.67,496,RI
2021,Male,White/Caucasian,3.83,3.87,512,RI
2021,Female,Asian,3.67,3.46,507,RI
2021,Male,White/Caucasian,3.71,3.59,,RI
2021,Female,Asian,3.34,3.17,508,RI
2021,Female,White/Caucasian,4,4,511,RI
2021,Male,White/Caucasian,3.64,3.37,493,RI
2021,Female,Hispanic,3.82,3.82,501,RI
2021,Female,White/Caucasian,3.96,3.94,,RI
2021,Female,African American,3.34,3.01,500,RI
2021,Female,Asian,3.18,2.92,498,RI
2021,Female,White/Caucasian,3.77,3.65,505,RI
2021,Male,White/Caucasian,4,4,513,RI
2021,Female,African American,3.68,3.66,,RI
2021,Female,White/Caucasian,3.83,3.63,509,RI
2021,Female,African American,3.7,3.59,,RI
2021,Female,Asian,3.94,3.89,,RI
2021,Female,White/Caucasian,3.43,3.19,507,RI
2021,Male,Asian,3.69,3.64,494,RI
2021,Female,Multiple,3.84,3.64,,RI
2021,Female,White/Caucasian,3.72,3.6,498,RI
2021,Female,Asian,3.73,3.43,501,RI
2021,Female,Asian,3.52,3.29,488,RI
2021,Female,White/Caucasian,3.6,3.34,502,RI
2021,Male,White/Caucasian,3.91,3.9,498,RI
2021,Female,Asian,3.89,3.91,493,RI
2021,Female,Asian,3.52,3.46,508,RI
2021,Female,African American,2.59,3.03,,RI
2021,Female,Asian,3.9,3.83,494,RI
2021,Female,Hispanic,3.23,3.02,501,RI
2021,Female,White/Caucasian,3.51,3.08,496,RI
2021,Male,White/Caucasian,3.28,3.79,507,RI
2021,Male,Asian,3.84,3.78,514,RI
2021,Male,White/Caucasian,3.37,3.18,512,RI
2021,Male,Asian,4,4,523,RI
2021,Female,Hispanic,2.92,2.61,487,RI
2021,Female,African American,3.72,3.7,501,RI
2021,Male,African American,3.03,2.92,,RI
2021,Female,White/Caucasian,3.99,3.96,516,RI
2021,Female,White/Caucasian,3.55,3.42,508,RI
2021,Male,White/Caucasian,3.39,3.78,506,RI
2021,Female,White/Caucasian,3.46,3.29,496,RI
2021,Female,White/Caucasian,3.89,3.86,508,RI
2021,Female,White/Caucasian,3.73,3.63,,RI
2021,Male,Hispanic,3.9,3.91,511,RI
